fileName,source,conditionName,type,url,alternativeName,altNames
NHS_Rheumatoid arthritis_treatment.json,NHS,Rheumatoid arthritis,treatment.json,https://www.nhs.uk/conditions/rheumatoid-arthritis/,,
MAYO_Rheumatoid arthritis_treatment.json,MAYO,Rheumatoid arthritis,treatment.json,https://www.mayoclinic.org/diseases-conditions/rheumatoid-arthritis/symptoms-causes/syc-20353648,"Arthritis, rheumatoid",
MAYO_Rheumatoid arthritis_overview.json,MAYO,Rheumatoid arthritis,overview.json,https://www.mayoclinic.org/diseases-conditions/rheumatoid-arthritis/symptoms-causes/syc-20353648,"Arthritis, rheumatoid",
MAYO_Rickets_treatment.json,MAYO,Rickets,treatment.json,https://www.mayoclinic.org/diseases-conditions/rickets/symptoms-causes/syc-20351943,,
MAYO_Rickets_overview.json,MAYO,Rickets,overview.json,https://www.mayoclinic.org/diseases-conditions/rickets/symptoms-causes/syc-20351943,,
NHS_Rickets and osteomalacia_overview.json,NHS,Rickets and osteomalacia,overview.json,https://www.nhs.uk/conditions/rickets-and-osteomalacia/,,Osteomalacia
NHS_Rickets and osteomalacia_treatment.json,NHS,Rickets and osteomalacia,treatment.json,https://www.nhs.uk/conditions/rickets-and-osteomalacia/,,Osteomalacia
NHS_Ringworm_overview.json,NHS,Ringworm,overview.json,https://www.nhs.uk/conditions/ringworm/,,
MAYO_Ringworm (body)_treatment.json,MAYO,Ringworm (body),treatment.json,https://www.mayoclinic.org/diseases-conditions/ringworm-body/symptoms-causes/syc-20353780,,
MAYO_Ringworm (body)_overview.json,MAYO,Ringworm (body),overview.json,https://www.mayoclinic.org/diseases-conditions/ringworm-body/symptoms-causes/syc-20353780,,
MAYO_Ringworm (scalp)_treatment.json,MAYO,Ringworm (scalp),treatment.json,https://www.mayoclinic.org/diseases-conditions/ringworm-scalp/symptoms-causes/syc-20354918,,
MAYO_Ringworm (scalp)_overview.json,MAYO,Ringworm (scalp),overview.json,https://www.mayoclinic.org/diseases-conditions/ringworm-scalp/symptoms-causes/syc-20354918,,
MAYO_Rocky Mountain spotted fever_overview.json,MAYO,Rocky Mountain spotted fever,overview.json,https://www.mayoclinic.org/diseases-conditions/rocky-mountain-spotted-fever/symptoms-causes/syc-20361032,,
MAYO_Rocky Mountain spotted fever_treatment.json,MAYO,Rocky Mountain spotted fever,treatment.json,https://www.mayoclinic.org/diseases-conditions/rocky-mountain-spotted-fever/symptoms-causes/syc-20361032,,
NHS_Root canal treatment_overview.json,NHS,Root canal treatment,overview.json,https://www.nhs.uk/conditions/root-canal-treatment/,,
MAYO_Rosacea_treatment.json,MAYO,Rosacea,treatment.json,https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815,,
MAYO_Rosacea_overview.json,MAYO,Rosacea,overview.json,https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815,,
NHS_Rosacea_overview.json,NHS,Rosacea,overview.json,https://www.nhs.uk/conditions/rosacea/,,
MAYO_Roseola_treatment.json,MAYO,Roseola,treatment.json,https://www.mayoclinic.org/diseases-conditions/roseola/symptoms-causes/syc-20377283,,
MAYO_Roseola_overview.json,MAYO,Roseola,overview.json,https://www.mayoclinic.org/diseases-conditions/roseola/symptoms-causes/syc-20377283,,
NHS_Roseola_overview.json,NHS,Roseola,overview.json,https://www.nhs.uk/conditions/roseola/,,
MAYO_Rotator cuff injury_overview.json,MAYO,Rotator cuff injury,overview.json,https://www.mayoclinic.org/diseases-conditions/rotator-cuff-injury/symptoms-causes/syc-20350225,,
MAYO_Rotator cuff injury_treatment.json,MAYO,Rotator cuff injury,treatment.json,https://www.mayoclinic.org/diseases-conditions/rotator-cuff-injury/symptoms-causes/syc-20350225,,
MAYO_Rotavirus_overview.json,MAYO,Rotavirus,overview.json,https://www.mayoclinic.org/diseases-conditions/rotavirus/symptoms-causes/syc-20351300,,
MAYO_Rotavirus_treatment.json,MAYO,Rotavirus,treatment.json,https://www.mayoclinic.org/diseases-conditions/rotavirus/symptoms-causes/syc-20351300,,
MAYO_Rubella_treatment.json,MAYO,Rubella,treatment.json,https://www.mayoclinic.org/diseases-conditions/rubella/symptoms-causes/syc-20377310,German measles,
MAYO_Rubella_overview.json,MAYO,Rubella,overview.json,https://www.mayoclinic.org/diseases-conditions/rubella/symptoms-causes/syc-20377310,German measles,
NHS_Rubella (german measles)_overview.json,NHS,Rubella (german measles),overview.json,https://www.nhs.uk/conditions/rubella/,,
MAYO_Rumination syndrome_overview.json,MAYO,Rumination syndrome,overview.json,https://www.mayoclinic.org/diseases-conditions/rumination-syndrome/symptoms-causes/syc-20377330,,
MAYO_Rumination syndrome_treatment.json,MAYO,Rumination syndrome,treatment.json,https://www.mayoclinic.org/diseases-conditions/rumination-syndrome/symptoms-causes/syc-20377330,,
MAYO_Ruptured eardrum (perforated eardrum)_overview.json,MAYO,Ruptured eardrum (perforated eardrum),overview.json,https://www.mayoclinic.org/diseases-conditions/ruptured-eardrum/symptoms-causes/syc-20351879,"Eardrum, ruptured",
MAYO_Ruptured eardrum (perforated eardrum)_treatment.json,MAYO,Ruptured eardrum (perforated eardrum),treatment.json,https://www.mayoclinic.org/diseases-conditions/ruptured-eardrum/symptoms-causes/syc-20351879,"Eardrum, ruptured",
MAYO_Ruptured spleen_treatment.json,MAYO,Ruptured spleen,treatment.json,https://www.mayoclinic.org/diseases-conditions/ruptured-spleen/symptoms-causes/syc-20352317,,
MAYO_Ruptured spleen_overview.json,MAYO,Ruptured spleen,overview.json,https://www.mayoclinic.org/diseases-conditions/ruptured-spleen/symptoms-causes/syc-20352317,,
NHS_SARS (severe acute respiratory syndrome)_overview.json,NHS,SARS (severe acute respiratory syndrome),overview.json,https://www.nhs.uk/conditions/sars/,,
MAYO_Sacral dimple_treatment.json,MAYO,Sacral dimple,treatment.json,https://www.mayoclinic.org/diseases-conditions/sacral-dimple/symptoms-causes/syc-20377353,Pilonidal dimple,
MAYO_Sacral dimple_overview.json,MAYO,Sacral dimple,overview.json,https://www.mayoclinic.org/diseases-conditions/sacral-dimple/symptoms-causes/syc-20377353,Pilonidal dimple,
MAYO_Sacroiliitis_overview.json,MAYO,Sacroiliitis,overview.json,https://www.mayoclinic.org/diseases-conditions/sacroiliitis/symptoms-causes/syc-20350747,,
MAYO_Sacroiliitis_treatment.json,MAYO,Sacroiliitis,treatment.json,https://www.mayoclinic.org/diseases-conditions/sacroiliitis/symptoms-causes/syc-20350747,,
NHS_Salivary gland stones_overview.json,NHS,Salivary gland stones,overview.json,https://www.nhs.uk/conditions/salivary-gland-stones/,,
MAYO_Salivary gland tumors_overview.json,MAYO,Salivary gland tumors,overview.json,https://www.mayoclinic.org/diseases-conditions/salivary-gland-cancer/symptoms-causes/syc-20354151,,
MAYO_Salivary gland tumors_treatment.json,MAYO,Salivary gland tumors,treatment.json,https://www.mayoclinic.org/diseases-conditions/salivary-gland-cancer/symptoms-causes/syc-20354151,,
MAYO_Salmonella infection_treatment.json,MAYO,Salmonella infection,treatment.json,https://www.mayoclinic.org/diseases-conditions/salmonella/symptoms-causes/syc-20355329,,
MAYO_Salmonella infection_overview.json,MAYO,Salmonella infection,overview.json,https://www.mayoclinic.org/diseases-conditions/salmonella/symptoms-causes/syc-20355329,,
MAYO_Sarcoidosis_overview.json,MAYO,Sarcoidosis,overview.json,https://www.mayoclinic.org/diseases-conditions/sarcoidosis/symptoms-causes/syc-20350358,,
MAYO_Sarcoidosis_treatment.json,MAYO,Sarcoidosis,treatment.json,https://www.mayoclinic.org/diseases-conditions/sarcoidosis/symptoms-causes/syc-20350358,,
NHS_Sarcoidosis_overview.json,NHS,Sarcoidosis,overview.json,https://www.nhs.uk/conditions/sarcoidosis/,,
MAYO_Sarcoma_overview.json,MAYO,Sarcoma,overview.json,https://www.mayoclinic.org/diseases-conditions/sarcoma/symptoms-causes/syc-20351048,,
MAYO_Sarcoma_treatment.json,MAYO,Sarcoma,treatment.json,https://www.mayoclinic.org/diseases-conditions/sarcoma/symptoms-causes/syc-20351048,,
MAYO_Scabies_overview.json,MAYO,Scabies,overview.json,https://www.mayoclinic.org/diseases-conditions/scabies/symptoms-causes/syc-20377378,,
MAYO_Scabies_treatment.json,MAYO,Scabies,treatment.json,https://www.mayoclinic.org/diseases-conditions/scabies/symptoms-causes/syc-20377378,,
NHS_Scabies_overview.json,NHS,Scabies,overview.json,https://www.nhs.uk/conditions/scabies/,,
MAYO_Scarlet fever_overview.json,MAYO,Scarlet fever,overview.json,https://www.mayoclinic.org/diseases-conditions/scarlet-fever/symptoms-causes/syc-20377406,Scarlatina,
NHS_Scarlet fever_overview.json,NHS,Scarlet fever,overview.json,https://www.nhs.uk/conditions/scarlet-fever/,,
MAYO_Scarlet fever_treatment.json,MAYO,Scarlet fever,treatment.json,https://www.mayoclinic.org/diseases-conditions/scarlet-fever/symptoms-causes/syc-20377406,Scarlatina,
NHS_Scars_overview.json,NHS,Scars,overview.json,https://www.nhs.uk/conditions/scars/,,
NHS_Scars_treatment.json,NHS,Scars,treatment.json,https://www.nhs.uk/conditions/scars/,,
NHS_Schistosomiasis (bilharzia)_overview.json,NHS,Schistosomiasis (bilharzia),overview.json,https://www.nhs.uk/conditions/schistosomiasis/,,Bilharzia
MAYO_Schizoaffective disorder_treatment.json,MAYO,Schizoaffective disorder,treatment.json,https://www.mayoclinic.org/diseases-conditions/schizoaffective-disorder/symptoms-causes/syc-20354504,,
MAYO_Schizoaffective disorder_overview.json,MAYO,Schizoaffective disorder,overview.json,https://www.mayoclinic.org/diseases-conditions/schizoaffective-disorder/symptoms-causes/syc-20354504,,
MAYO_Schizoid personality disorder_overview.json,MAYO,Schizoid personality disorder,overview.json,https://www.mayoclinic.org/diseases-conditions/schizoid-personality-disorder/symptoms-causes/syc-20354414,"Personality disorder, schizoid",
MAYO_Schizoid personality disorder_treatment.json,MAYO,Schizoid personality disorder,treatment.json,https://www.mayoclinic.org/diseases-conditions/schizoid-personality-disorder/symptoms-causes/syc-20354414,"Personality disorder, schizoid",
MAYO_Schizophrenia_overview.json,MAYO,Schizophrenia,overview.json,https://www.mayoclinic.org/diseases-conditions/schizophrenia/symptoms-causes/syc-20354443,Psychosis,
NHS_Schizophrenia_treatment.json,NHS,Schizophrenia,treatment.json,https://www.nhs.uk/conditions/schizophrenia/,,
NHS_Schizophrenia_overview.json,NHS,Schizophrenia,overview.json,https://www.nhs.uk/conditions/schizophrenia/,,
MAYO_Schizophrenia_treatment.json,MAYO,Schizophrenia,treatment.json,https://www.mayoclinic.org/diseases-conditions/schizophrenia/symptoms-causes/syc-20354443,Psychosis,
MAYO_Schizotypal personality disorder_treatment.json,MAYO,Schizotypal personality disorder,treatment.json,https://www.mayoclinic.org/diseases-conditions/schizotypal-personality-disorder/symptoms-causes/syc-20353919,"Personality disorder, schizotypal",
MAYO_Schizotypal personality disorder_overview.json,MAYO,Schizotypal personality disorder,overview.json,https://www.mayoclinic.org/diseases-conditions/schizotypal-personality-disorder/symptoms-causes/syc-20353919,"Personality disorder, schizotypal",
MAYO_Schwannoma_overview.json,MAYO,Schwannoma,overview.json,https://www.mayoclinic.org/diseases-conditions/schwannoma/cdc-20352974,,
MAYO_Schwannoma_treatment.json,MAYO,Schwannoma,treatment.json,https://www.mayoclinic.org/diseases-conditions/schwannoma/cdc-20352974,,
MAYO_Sciatica_overview.json,MAYO,Sciatica,overview.json,https://www.mayoclinic.org/diseases-conditions/sciatica/symptoms-causes/syc-20377435,,
MAYO_Sciatica_treatment.json,MAYO,Sciatica,treatment.json,https://www.mayoclinic.org/diseases-conditions/sciatica/symptoms-causes/syc-20377435,,
NHS_Sciatica_overview.json,NHS,Sciatica,overview.json,https://www.nhs.uk/conditions/sciatica/,,Buttock pain
NHS_Scleroderma_overview.json,NHS,Scleroderma,overview.json,https://www.nhs.uk/conditions/scleroderma/,,
MAYO_Scleroderma_overview.json,MAYO,Scleroderma,overview.json,https://www.mayoclinic.org/diseases-conditions/scleroderma/symptoms-causes/syc-20351952,,
MAYO_Scleroderma_treatment.json,MAYO,Scleroderma,treatment.json,https://www.mayoclinic.org/diseases-conditions/scleroderma/symptoms-causes/syc-20351952,,
MAYO_Sclerosing mesenteritis_overview.json,MAYO,Sclerosing mesenteritis,overview.json,https://www.mayoclinic.org/diseases-conditions/sclerosing-mesenteritis/symptoms-causes/syc-20355087,,
MAYO_Sclerosing mesenteritis_treatment.json,MAYO,Sclerosing mesenteritis,treatment.json,https://www.mayoclinic.org/diseases-conditions/sclerosing-mesenteritis/symptoms-causes/syc-20355087,,
NHS_Scoliosis_overview.json,NHS,Scoliosis,overview.json,https://www.nhs.uk/conditions/scoliosis/,,
MAYO_Scoliosis_overview.json,MAYO,Scoliosis,overview.json,https://www.mayoclinic.org/diseases-conditions/scoliosis/symptoms-causes/syc-20350716,Curvature of the spine,
MAYO_Scoliosis_treatment.json,MAYO,Scoliosis,treatment.json,https://www.mayoclinic.org/diseases-conditions/scoliosis/symptoms-causes/syc-20350716,Curvature of the spine,
MAYO_Scorpion sting_overview.json,MAYO,Scorpion sting,overview.json,https://www.mayoclinic.org/diseases-conditions/scorpion-stings/symptoms-causes/syc-20353859,,
MAYO_Scorpion sting_treatment.json,MAYO,Scorpion sting,treatment.json,https://www.mayoclinic.org/diseases-conditions/scorpion-stings/symptoms-causes/syc-20353859,,
MAYO_Scrotal masses_treatment.json,MAYO,Scrotal masses,treatment.json,https://www.mayoclinic.org/diseases-conditions/scrotal-masses/symptoms-causes/syc-20352604,,
MAYO_Scrotal masses_overview.json,MAYO,Scrotal masses,overview.json,https://www.mayoclinic.org/diseases-conditions/scrotal-masses/symptoms-causes/syc-20352604,,
NHS_Scurvy_overview.json,NHS,Scurvy,overview.json,https://www.nhs.uk/conditions/scurvy/,,
MAYO_Seasonal affective disorder (SAD)_treatment.json,MAYO,Seasonal affective disorder (SAD),treatment.json,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,SAD,
NHS_Seasonal affective disorder (SAD)_overview.json,NHS,Seasonal affective disorder (SAD),overview.json,https://www.nhs.uk/conditions/seasonal-affective-disorder-sad/,,
NHS_Seasonal affective disorder (SAD)_treatment.json,NHS,Seasonal affective disorder (SAD),treatment.json,https://www.nhs.uk/conditions/seasonal-affective-disorder-sad/,,
MAYO_Seasonal affective disorder (SAD)_overview.json,MAYO,Seasonal affective disorder (SAD),overview.json,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,SAD,
MAYO_Sebaceous carcinoma_overview.json,MAYO,Sebaceous carcinoma,overview.json,https://www.mayoclinic.org/diseases-conditions/sebaceous-carcinoma/cdc-20352957,,
MAYO_Seborrheic dermatitis_overview.json,MAYO,Seborrheic dermatitis,overview.json,https://www.mayoclinic.org/diseases-conditions/seborrheic-dermatitis/symptoms-causes/syc-20352710,"Dermatitis, seborrheic",
MAYO_Seborrheic dermatitis_treatment.json,MAYO,Seborrheic dermatitis,treatment.json,https://www.mayoclinic.org/diseases-conditions/seborrheic-dermatitis/symptoms-causes/syc-20352710,"Dermatitis, seborrheic",
MAYO_Seborrheic keratosis_overview.json,MAYO,Seborrheic keratosis,overview.json,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353878,"Keratosis, seborrheic",
MAYO_Seborrheic keratosis_treatment.json,MAYO,Seborrheic keratosis,treatment.json,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353878,"Keratosis, seborrheic",
NHS_Second degree burn_overview.json,NHS,Second degree burn,overview.json,https://www.nhs.uk/conditions/burns-and-scalds/recovery/,,
MAYO_Secondary hypertension_overview.json,MAYO,Secondary hypertension,overview.json,https://www.mayoclinic.org/diseases-conditions/secondary-hypertension/symptoms-causes/syc-20350679,"High blood pressure, secondary",
MAYO_Secondary hypertension_treatment.json,MAYO,Secondary hypertension,treatment.json,https://www.mayoclinic.org/diseases-conditions/secondary-hypertension/symptoms-causes/syc-20350679,"High blood pressure, secondary",
MAYO_Seizures_overview.json,MAYO,Seizures,overview.json,https://www.mayoclinic.org/diseases-conditions/seizure/symptoms-causes/syc-20365711,,
MAYO_Seizures_treatment.json,MAYO,Seizures,treatment.json,https://www.mayoclinic.org/diseases-conditions/seizure/symptoms-causes/syc-20365711,,
NHS_Seizures (fits)_overview.json,NHS,Seizures (fits),overview.json,https://www.nhs.uk/conditions/what-to-do-if-someone-has-a-seizure-fit/,,"Fits (seizures),Seizures (fits)"
MAYO_Selective IgA deficiency_treatment.json,MAYO,Selective IgA deficiency,treatment.json,https://www.mayoclinic.org/diseases-conditions/selective-iga-deficiency/symptoms-causes/syc-20362236,,
MAYO_Selective IgA deficiency_overview.json,MAYO,Selective IgA deficiency,overview.json,https://www.mayoclinic.org/diseases-conditions/selective-iga-deficiency/symptoms-causes/syc-20362236,,
NHS_Selective mutism_overview.json,NHS,Selective mutism,overview.json,https://www.nhs.uk/conditions/selective-mutism/,,
NHS_Selective serotonin reuptake inhibitors (SSRIs)_overview.json,NHS,Selective serotonin reuptake inhibitors (SSRIs),overview.json,https://www.nhs.uk/conditions/ssri-antidepressants/,,
NHS_Self-harm_overview.json,NHS,Self-harm,overview.json,https://www.nhs.uk/conditions/self-harm/,,
MAYO_Self-injurycutting_overview.json,MAYO,Self-injurycutting,overview.json,https://www.mayoclinic.org/diseases-conditions/self-injury/symptoms-causes/syc-20350950,Cutting/self-injury,
MAYO_Self-injurycutting_treatment.json,MAYO,Self-injurycutting,treatment.json,https://www.mayoclinic.org/diseases-conditions/self-injury/symptoms-causes/syc-20350950,Cutting/self-injury,
MAYO_Separated shoulder_overview.json,MAYO,Separated shoulder,overview.json,https://www.mayoclinic.org/diseases-conditions/separated-shoulder/symptoms-causes/syc-20354049,AC joint separation,
MAYO_Separated shoulder_treatment.json,MAYO,Separated shoulder,treatment.json,https://www.mayoclinic.org/diseases-conditions/separated-shoulder/symptoms-causes/syc-20354049,AC joint separation,
MAYO_Separation anxiety disorder_overview.json,MAYO,Separation anxiety disorder,overview.json,https://www.mayoclinic.org/diseases-conditions/separation-anxiety-disorder/symptoms-causes/syc-20377455,,
MAYO_Separation anxiety disorder_treatment.json,MAYO,Separation anxiety disorder,treatment.json,https://www.mayoclinic.org/diseases-conditions/separation-anxiety-disorder/symptoms-causes/syc-20377455,,
MAYO_Sepsis_overview.json,MAYO,Sepsis,overview.json,https://www.mayoclinic.org/diseases-conditions/sepsis/symptoms-causes/syc-20351214,,
NHS_Sepsis_overview.json,NHS,Sepsis,overview.json,https://www.nhs.uk/conditions/sepsis/,,
MAYO_Sepsis_treatment.json,MAYO,Sepsis,treatment.json,https://www.mayoclinic.org/diseases-conditions/sepsis/symptoms-causes/syc-20351214,,
MAYO_Septic arthritis_overview.json,MAYO,Septic arthritis,overview.json,https://www.mayoclinic.org/diseases-conditions/bone-and-joint-infections/symptoms-causes/syc-20350755,"Arthritis, infectious",
NHS_Septic arthritis_overview.json,NHS,Septic arthritis,overview.json,https://www.nhs.uk/conditions/septic-arthritis/,,
MAYO_Septic arthritis_treatment.json,MAYO,Septic arthritis,treatment.json,https://www.mayoclinic.org/diseases-conditions/bone-and-joint-infections/symptoms-causes/syc-20350755,"Arthritis, infectious",
MAYO_Serotonin syndrome_treatment.json,MAYO,Serotonin syndrome,treatment.json,https://www.mayoclinic.org/diseases-conditions/serotonin-syndrome/symptoms-causes/syc-20354758,,
MAYO_Serotonin syndrome_overview.json,MAYO,Serotonin syndrome,overview.json,https://www.mayoclinic.org/diseases-conditions/serotonin-syndrome/symptoms-causes/syc-20354758,,
MAYO_Severe acute respiratory syndrome (SARS)_overview.json,MAYO,Severe acute respiratory syndrome (SARS),overview.json,https://www.mayoclinic.org/diseases-conditions/sars/symptoms-causes/syc-20351765,Severe acute respiratory syndrome,
MAYO_Severe acute respiratory syndrome (SARS)_treatment.json,MAYO,Severe acute respiratory syndrome (SARS),treatment.json,https://www.mayoclinic.org/diseases-conditions/sars/symptoms-causes/syc-20351765,Severe acute respiratory syndrome,
NHS_Severe head injury_treatment.json,NHS,Severe head injury,treatment.json,https://www.nhs.uk/conditions/severe-head-injury/,,
NHS_Severe head injury_overview.json,NHS,Severe head injury,overview.json,https://www.nhs.uk/conditions/severe-head-injury/,,
NHS_Severe head injury_recovery.json,NHS,Severe head injury,recovery.json,https://www.nhs.uk/conditions/severe-head-injury/,,
MAYO_Sex headaches_treatment.json,MAYO,Sex headaches,treatment.json,https://www.mayoclinic.org/diseases-conditions/sex-headaches/symptoms-causes/syc-20377477,"Headache, sex",
MAYO_Sex headaches_overview.json,MAYO,Sex headaches,overview.json,https://www.mayoclinic.org/diseases-conditions/sex-headaches/symptoms-causes/syc-20377477,"Headache, sex",
MAYO_Sexually transmitted diseases (STDs)_treatment.json,MAYO,Sexually transmitted diseases (STDs),treatment.json,https://www.mayoclinic.org/diseases-conditions/sexually-transmitted-diseases-stds/symptoms-causes/syc-20351240,,
MAYO_Sexually transmitted diseases (STDs)_overview.json,MAYO,Sexually transmitted diseases (STDs),overview.json,https://www.mayoclinic.org/diseases-conditions/sexually-transmitted-diseases-stds/symptoms-causes/syc-20351240,,
NHS_Sexually transmitted infections (STIs)_overview.json,NHS,Sexually transmitted infections (STIs),overview.json,https://www.nhs.uk/conditions/sexually-transmitted-infections-stis/,,
MAYO_Shaken baby syndrome_overview.json,MAYO,Shaken baby syndrome,overview.json,https://www.mayoclinic.org/diseases-conditions/shaken-baby-syndrome/symptoms-causes/syc-20366619,,
MAYO_Shaken baby syndrome_treatment.json,MAYO,Shaken baby syndrome,treatment.json,https://www.mayoclinic.org/diseases-conditions/shaken-baby-syndrome/symptoms-causes/syc-20366619,,
MAYO_Sheehan's syndrome_overview.json,MAYO,Sheehan's syndrome,overview.json,https://www.mayoclinic.org/diseases-conditions/sheehans-syndrome/symptoms-causes/syc-20351847,Postpartum hypopituitarism,
MAYO_Sheehan's syndrome_treatment.json,MAYO,Sheehan's syndrome,treatment.json,https://www.mayoclinic.org/diseases-conditions/sheehans-syndrome/symptoms-causes/syc-20351847,Postpartum hypopituitarism,
MAYO_Shellfish allergy_treatment.json,MAYO,Shellfish allergy,treatment.json,https://www.mayoclinic.org/diseases-conditions/shellfish-allergy/symptoms-causes/syc-20377503,"Allergy, shellfish",
MAYO_Shellfish allergy_overview.json,MAYO,Shellfish allergy,overview.json,https://www.mayoclinic.org/diseases-conditions/shellfish-allergy/symptoms-causes/syc-20377503,"Allergy, shellfish",
MAYO_Shigella infection_treatment.json,MAYO,Shigella infection,treatment.json,https://www.mayoclinic.org/diseases-conditions/shigella/symptoms-causes/syc-20377529,,
MAYO_Shigella infection_overview.json,MAYO,Shigella infection,overview.json,https://www.mayoclinic.org/diseases-conditions/shigella/symptoms-causes/syc-20377529,,
NHS_Shin splints_overview.json,NHS,Shin splints,overview.json,https://www.nhs.uk/conditions/shin-splints/,,Shin pain (shin splints)
MAYO_Shin splints_treatment.json,MAYO,Shin splints,treatment.json,https://www.mayoclinic.org/diseases-conditions/shin-splints/symptoms-causes/syc-20354105,Medial tibial stress syndrome,
MAYO_Shin splints_overview.json,MAYO,Shin splints,overview.json,https://www.mayoclinic.org/diseases-conditions/shin-splints/symptoms-causes/syc-20354105,Medial tibial stress syndrome,
MAYO_Shingles_treatment.json,MAYO,Shingles,treatment.json,https://www.mayoclinic.org/diseases-conditions/shingles/symptoms-causes/syc-20353054,Herpes zoster,
MAYO_Shingles_overview.json,MAYO,Shingles,overview.json,https://www.mayoclinic.org/diseases-conditions/shingles/symptoms-causes/syc-20353054,Herpes zoster,
NHS_Shingles_overview.json,NHS,Shingles,overview.json,https://www.nhs.uk/conditions/shingles/,,
MAYO_Short bowel syndrome_treatment.json,MAYO,Short bowel syndrome,treatment.json,https://www.mayoclinic.org/diseases-conditions/short-bowel-syndrome/symptoms-causes/syc-20355091,,
MAYO_Short bowel syndrome_overview.json,MAYO,Short bowel syndrome,overview.json,https://www.mayoclinic.org/diseases-conditions/short-bowel-syndrome/symptoms-causes/syc-20355091,,
NHS_Short-sightedness (myopia)_treatment.json,NHS,Short-sightedness (myopia),treatment.json,https://www.nhs.uk/conditions/short-sightedness/,,Myopia
NHS_Short-sightedness (myopia)_overview.json,NHS,Short-sightedness (myopia),overview.json,https://www.nhs.uk/conditions/short-sightedness/,,Myopia
NHS_Shortness of breath_overview.json,NHS,Shortness of breath,overview.json,https://www.nhs.uk/conditions/shortness-of-breath/,,
NHS_Shoulder impingement_overview.json,NHS,Shoulder impingement,overview.json,https://www.nhs.uk/conditions/shoulder-impingement-syndrome/,,
NHS_Shoulder pain_overview.json,NHS,Shoulder pain,overview.json,https://www.nhs.uk/conditions/shoulder-pain/,,
NHS_Sick building syndrome_overview.json,NHS,Sick building syndrome,overview.json,https://www.nhs.uk/conditions/sick-building-syndrome/,,
MAYO_Sick sinus syndrome_overview.json,MAYO,Sick sinus syndrome,overview.json,https://www.mayoclinic.org/diseases-conditions/sick-sinus-syndrome/symptoms-causes/syc-20377554,Bradycardia-tachycardia syndrome,
MAYO_Sick sinus syndrome_treatment.json,MAYO,Sick sinus syndrome,treatment.json,https://www.mayoclinic.org/diseases-conditions/sick-sinus-syndrome/symptoms-causes/syc-20377554,Bradycardia-tachycardia syndrome,
MAYO_Sickle cell anemia_treatment.json,MAYO,Sickle cell anemia,treatment.json,https://www.mayoclinic.org/diseases-conditions/sickle-cell-anemia/symptoms-causes/syc-20355876,"Anemia, sickle cell",
MAYO_Sickle cell anemia_overview.json,MAYO,Sickle cell anemia,overview.json,https://www.mayoclinic.org/diseases-conditions/sickle-cell-anemia/symptoms-causes/syc-20355876,"Anemia, sickle cell",
NHS_Sickle cell disease_treatment.json,NHS,Sickle cell disease,treatment.json,https://www.nhs.uk/conditions/sickle-cell-disease/,,
NHS_Sickle cell disease_overview.json,NHS,Sickle cell disease,overview.json,https://www.nhs.uk/conditions/sickle-cell-disease/,,
NHS_Silicosis_overview.json,NHS,Silicosis,overview.json,https://www.nhs.uk/conditions/silicosis/,,
MAYO_Sinus headaches_overview.json,MAYO,Sinus headaches,overview.json,https://www.mayoclinic.org/diseases-conditions/sinus-headaches/symptoms-causes/syc-20377580,"Headache, sinus",
MAYO_Sinus headaches_treatment.json,MAYO,Sinus headaches,treatment.json,https://www.mayoclinic.org/diseases-conditions/sinus-headaches/symptoms-causes/syc-20377580,"Headache, sinus",
NHS_Sinusitis (sinus infection)_overview.json,NHS,Sinusitis (sinus infection),overview.json,https://www.nhs.uk/conditions/sinusitis-sinus-infection/,,Sinusitis
MAYO_Sjogren's syndrome_overview.json,MAYO,Sjogren's syndrome,overview.json,https://www.mayoclinic.org/diseases-conditions/sjogrens-syndrome/symptoms-causes/syc-20353216,,
MAYO_Sjogren's syndrome_treatment.json,MAYO,Sjogren's syndrome,treatment.json,https://www.mayoclinic.org/diseases-conditions/sjogrens-syndrome/symptoms-causes/syc-20353216,,
NHS_Sjögren's syndrome_overview.json,NHS,Sjögren's syndrome,overview.json,https://www.nhs.uk/conditions/sjogrens-syndrome/,,
NHS_Sjögren's syndrome_treatment.json,NHS,Sjögren's syndrome,treatment.json,https://www.nhs.uk/conditions/sjogrens-syndrome/,,
MAYO_Skin cancer_overview.json,MAYO,Skin cancer,overview.json,https://www.mayoclinic.org/diseases-conditions/skin-cancer/symptoms-causes/syc-20377605,"Cancer, skin",
MAYO_Skin cancer_treatment.json,MAYO,Skin cancer,treatment.json,https://www.mayoclinic.org/diseases-conditions/skin-cancer/symptoms-causes/syc-20377605,"Cancer, skin",
NHS_Skin cancer (melanoma)_treatment.json,NHS,Skin cancer (melanoma),treatment.json,https://www.nhs.uk/conditions/melanoma-skin-cancer/,,
