snomedConcept,snomedIdentifier,conditionName,predictedTag,confidence,sentence,source,support CNL1L2L3,support L1L2L3
Acquired immune deficiency syndrome (disorder),62479008,HIVAIDS,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0075187969924812035,This stage can last for many years if you're not receiving antiretroviral therapy (ART).,MAYO,0.00038654812524159255,0.05141090065713181
Pins and needles (finding),62507009,Pins and needles,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,It lasts only a few minutes,NHS,0.00019327406262079628,0.18650947042906849
Cradle cap (disorder),62742006,Cradle cap,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.002072538860103627,"Cradle cap usually doesn't require medical treatment, as it usually goes away on its own.",MAYO,0.00038654812524159255,0.18650947042906849
Ectropion of eyelid (disorder),62909004,Ectropion,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,You can expect the swelling and bruising to fade in about two weeks.,MAYO,0.00019327406262079628,0.11944337069965212
Congenital atresia of tricuspid valve (disorder),63042009,Tricuspid atresia,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925572,generally implant a shunt during the first two weeks of life.,MAYO,0.00038654812524159255,0.11944337069965212
Chronic bronchitis (disorder),63480004,Chronic bronchitis,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,,Chronic bronchitis is a daily productive cough that lasts for 3 months of the year and for at least 2 years in a row.,NHS,,
Intermittent claudication (finding),63491006,Claudication,DECLINE FAST FROM 5 MINUTE TO 1 DAY,0.03448275862068965,"This is usually a symptom of peripheral artery disease, in which the arteries that supply blood to your limbs are narrowed, usually because of atherosclerosis.",MAYO,0.00019327406262079628,0.005604947816003092
"Glioblastoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality)",63634009,Glioblastoma,PERMANENT,0.001152073732718894,No alternative treatments have been proved to cure gliomas.,MAYO,0.00019327406262079628,0.16776188635485118
Cholera (disorder),63650001,Cholera,PERMANENT,0.001152073732718894,"There's a vaccine for cholera, but most people don't need it.",NHS,0.00019327406262079628,0.16776188635485118
Chlamydia trachomatis (organism),63938009,Chlamydia trachomatis,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,"In most cases, the infection resolves within one to two weeks.",MAYO,0.00019327406262079628,0.11944337069965212
Costal chondritis (disorder),64109004,Costochondritis,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.010282776349614395,"Costochondritis usually goes away on its own, although it might last for several weeks or longer.",MAYO,0.0007730962504831851,0.07518361035948977
Pruritic rash (disorder),64144002,Itchy skin,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,You can often treat it yourself and it will usually go away after a few weeks,NHS,0.00019327406262079628,0.11944337069965212
Human respiratory syncytial virus (organism),6415009,Respiratory syncytial virus (RSV),IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,"Most children and adults recover in one to two weeks, although some might have repeated wheezing.",MAYO,0.00019327406262079628,0.11944337069965212
Thrombophlebitis (disorder),64156001,Thrombophlebitis,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,"After the first treatment, you'll likely be told to take warfarin (Coumadin, Jantoven) or rivaroxaban (Xarelto) for several months to keep preventing clot growth.",MAYO,0.00019327406262079628,0.02338616157711635
Acquired deformity of finger due to trauma (disorder),64298006,Mallet finger,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421052,It may take several months for your finger to become fully functional,NHS,0.00019327406262079628,0.029377657518361036
Supraventricular tachycardia (disorder),6456007,Supraventricular tachycardia (SVT),IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.003108808290155441,"usually lasts for a few minutes, but can sometimes last for several hours",NHS,0.0005798221878623889,0.18650947042906849
Suicidal thoughts (finding),6471006,Suicide and suicidal thoughts,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.003108808290155441,You may save a life — your own or someone else's.,MAYO,0.0005798221878623889,0.18650947042906849
Ulcerative colitis (disorder),64766004,Ulcerative colitis,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,But it's more powerful than the medicines used to treat milder cases of ulcerative colitis and starts to work much sooner (normally within a few days).,NHS,0.00019327406262079628,0.053343641283339766
Osteoporosis (disorder),64859006,Osteoporosis,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.007380073800738006,It develops slowly over several years and is often only diagnosed when a fall or sudden impact causes a bone to break (fracture),NHS,0.00038654812524159255,0.052377270970235784
Iritis (disorder),65074000,Iritis,DECLINE FAST FROM 1 DAY TO 1 WEEK,0.05555555555555555,"Iritis that develops suddenly, over hours or days, is known as acute iritis.",MAYO,0.00019327406262079628,0.0034789331271743327
Pemphigus (disorder),65172003,Pemphigus,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,"Many people get better with treatment, although it may take years.",MAYO,0.00019327406262079628,0.05141090065713181
Arterial thrombosis (disorder),65198009,Arterial thrombosis,PERMANENT,0.001152073732718894,"Sometimes arterial thrombosis can be due to a condition that makes your blood more likely to clot, such as atrial fibrillation or antiphospholipid syndrome.",NHS,0.00019327406262079628,0.16776188635485118
Dependent drug abuse (disorder),6525002,Drug addiction (substance use disorder),PERMANENT,0.002304147465437788,"Long-term, MDMA can damage the brain.",MAYO,0.00038654812524159255,0.16776188635485118
Acute cholecystitis (disorder),65275009,Acute cholecystitis,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,"These often need to be continued for up to a week, during which time you may need to stay in hospital, or you may be able to go home.",NHS,0.00019327406262079628,0.053343641283339766
Polymyalgia rheumatica (disorder),65323003,Polymyalgia rheumatica,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0075187969924812035,Most people with polymyalgia rheumatica will need a course of corticosteroid treatment that lasts for 18 months to 2 years to prevent their symptoms returning.,NHS,0.00038654812524159255,0.05141090065713181
Otitis media (disorder),65363002,Ear infection (middle ear),IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.002570694087403599,Some tubes are intended to stay in place for six months to a year and then fall out on their own.,MAYO,0.00019327406262079628,0.07518361035948977
Adrenoleukodystrophy (disorder),65389002,Adrenoleukodystrophy,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH,0.03225806451612903,"This form of X-linked ALD usually occurs between ages 4 and 10. The white matter of the brain is progressively damaged (leukodystrophy), and symptoms worsen over time.",MAYO,0.00019327406262079628,0.005991495941244685
Granuloma annulare (disorder),65508009,Granuloma annulare,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.011278195488721806,The lesions usually disappear on their own within two years without treatment.,MAYO,0.0005798221878623889,0.05141090065713181
Extraction of wisdom tooth (procedure),65546002,Wisdom tooth removal,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0048543689320388345,"This is usually worse for the first 3 days, but it can last for up to 2 weeks",NHS,0.0005798221878623889,0.11944337069965212
Rectovaginal fistula (disorder),65619001,Rectovaginal fistula,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421052,"Usually after about three to six months and confirmation that your fistula has healed, the colostomy can be reversed and normal bowel function restored.",MAYO,0.00019327406262079628,0.029377657518361036
Keratoconus (disorder),65636009,Keratoconus,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369004,It generally begins to affect people between the ages of 10 and 25. The condition may progress slowly for 10 years or longer.,MAYO,0.00019327406262079628,0.052377270970235784
X-linked agammaglobulinemia (disorder),65880007,X-linked agammaglobulinemia,PERMANENT,0.002304147465437788,There's no cure for XLA.,MAYO,0.00038654812524159255,0.16776188635485118
Hiccoughs (finding),65958008,Hiccups,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,"Rarely, hiccups may persist for months.",MAYO,0.00019327406262079628,0.02338616157711635
Viral hepatitis type B (disorder),66071002,Hepatitis B,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.021739130434782605,"Most people recover completely in a couple of months, but you'll be advised to have regular blood tests to check that you're free of the virus and have not developed chronic hepatitis B.",NHS,0.00019327406262079628,0.00889060688055663
Postmyocardial infarction syndrome (disorder),66189004,Dressler's syndrome,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.002570694087403599,"Symptoms are likely to appear weeks to months after a heart attack, surgery or injury to the chest.",MAYO,0.00019327406262079628,0.07518361035948977
Substance abuse (disorder),66214007,Drug addiction (substance use disorder),PERMANENT,0.002304147465437788,"Long-term, MDMA can damage the brain.",MAYO,0.00038654812524159255,0.16776188635485118
Thrombocytosis (disorder),6631009,Thrombocytosis,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,"In most cases, your platelet count will return to normal after the cause is resolved.",MAYO,0.00019327406262079628,0.18650947042906849
Nutritional anemia (disorder),66612000,Vitamin deficiency anemia,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369004,Vitamin deficiency usually develops slowly over several months to years.,MAYO,0.00019327406262079628,0.052377270970235784
Empyema (morphologic abnormality),66696003,Empyema,PERMANENT,0.001152073732718894,"bronchiectasis – a long-term condition where the airways of the lungs become abnormally widened, leading to a build-up of mucus that can make the lungs more vulnerable to infection",NHS,0.00019327406262079628,0.16776188635485118
Optic neuritis (disorder),66760008,Optic neuritis,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.021739130434782605,Most people regain close to normal vision within six months after an optic neuritis episode.,MAYO,0.00019327406262079628,0.00889060688055663
Hemoptysis (finding),66857006,Coughing up blood (blood in phlegm),IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,This is a more serious problem and you should go to hospital straight away,NHS,0.00019327406262079628,0.18650947042906849
Hypercalcemia (disorder),66931009,Hypercalcemia,PERMANENT,0.001152073732718894,Problems associated with overactive parathyroid glands often can be cured by surgery to remove the tissue that's causing the problem.,MAYO,0.00019327406262079628,0.16776188635485118
Cleft palate with cleft lip (disorder),66948001,Cleft lip and cleft palate,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,Cleft lip repair — within the first 3 to 6 months of age,MAYO,0.00019327406262079628,0.02338616157711635
Carotid endarterectomy (procedure),66951008,Carotid endarterectomy,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925572,"For most people, this is between 2 to 3 weeks after the operation",NHS,0.00038654812524159255,0.11944337069965212
Bone cyst (morphologic abnormality),66954000,Bone cyst,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,It normally takes at least a few months for the bone to heal.,NHS,0.00019327406262079628,0.02338616157711635
Hyperparathyroidism (disorder),66999008,Hyperparathyroidism,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,"But in most cases, the condition is mild to moderate and remains stable for years.",NHS,0.00019327406262079628,0.05141090065713181
Cimex lectularius (organism),67052007,Bedbugs,IMPROVE FAST FROM 8 DAY TO 2 MONTH,0.1,Bedbug bites usually clear up on their own in a week or so.,NHS,0.00038654812524159255,0.003865481252415926
Female infertility (disorder),6738008,Female infertility,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.002570694087403599,"Since success rates are typically higher in the first few treatment cycles, re-evaluating medication use every few months and concentrating on the treatments that have the most success appear to be appropriate.",MAYO,0.00019327406262079628,0.07518361035948977
Spina bifida (disorder),67531005,Spina bifida,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,These evaluations will be more frequent in the first few years of life but less often as children grow.,MAYO,0.00019327406262079628,0.05141090065713181
Acute respiratory distress syndrome (disorder),67782005,ARDS,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,"Many people with ARDS recover most of their lung function within several months to two years, but others may have breathing problems for the rest of their lives.",MAYO,0.00019327406262079628,0.05141090065713181
Smallpox (disorder),67924001,Smallpox,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,"Immunity or partial immunity after a smallpox vaccine may last up to 10 years, and 20 years with revaccination.",MAYO,0.00019327406262079628,0.05141090065713181
Chronic cough (finding),68154008,Chronic cough,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,"A chronic cough is a cough that lasts eight weeks or longer in adults, or four weeks in children.",MAYO,0.00019327406262079628,0.11944337069965212
Partial anomalous pulmonary venous connection (disorder),68237008,Partial anomalous pulmonary venous return,PERMANENT,0.001152073732718894,Congenital heart disease can often be treated successfully in childhood.,MAYO,0.00019327406262079628,0.16776188635485118
Benign intracranial hypertension (disorder),68267002,Pseudotumor cerebri,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,"Sometimes, symptoms that have resolved can recur months or years later.",MAYO,0.00019327406262079628,0.05141090065713181
Injury of brachial plexus (disorder),6836001,Brachial plexus injury,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0075187969924812035,Nerves regrow slowly and can take several years to heal after injury.,MAYO,0.00038654812524159255,0.05141090065713181
Polyp of colon (disorder),68496003,Colon polyps,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,"Flexible sigmoidoscopy, in which a slender, lighted tube is inserted in your rectum to examine it and the last third of your colon (sigmoid) and rectum.",MAYO,0.00019327406262079628,0.18650947042906849
Urinary tract infectious disease (disorder),68566005,Urinary tract infections (UTIs),IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.007246376811594203,"Once you start treatment, the symptoms should start to clear up within 5 days in adults and 2 days in children.",NHS,0.00038654812524159255,0.053343641283339766
Rett's disorder (disorder),68618008,Rett syndrome,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.01879699248120301,This stage usually begins between the ages of 1 and 4 and may last for any time from 2 months to more than 2 years,NHS,0.0009663703131039817,0.05141090065713181
Anal pain (finding),68653001,Anal pain,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.007246376811594203,The symptoms often pass after a few days,NHS,0.00038654812524159255,0.053343641283339766
Primary immunoglobulin A nephropathy (disorder),68779003,IgA nephropathy (Berger's disease),DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.007380073800738006,"IgA nephropathy usually progresses slowly over years, but the course of the disease varies from person to person.",MAYO,0.00038654812524159255,0.052377270970235784
Systemic lupus erythematosus glomerulonephritis syndrome (disorder),68815009,Lupus nephritis,PERMANENT,0.001152073732718894,There's no cure for lupus nephritis.,MAYO,0.00019327406262079628,0.16776188635485118
Schizoaffective disorder (disorder),68890003,Schizoaffective disorder,PERMANENT,0.0034562211981566822,"People with schizoaffective disorder generally respond best to a combination of medications, psychotherapy and life skills training.",MAYO,0.0005798221878623889,0.16776188635485118
Excision of breast tissue (procedure),69031006,Mastectomy,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.005141388174807198,"Most people find their wounds take around 2 to 3 weeks to heal, but it may be several months before your chest and arm area fully recover.",NHS,0.00038654812524159255,0.07518361035948977
Psychotic disorder (disorder),69322001,Psychosis,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421052,But substance abuse can make psychotic symptoms worse or cause other problems.,NHS,0.00019327406262079628,0.029377657518361036
Kleptomania (disorder),69361009,Kleptomania,PERMANENT,0.001152073732718894,"Although there's no cure for kleptomania, treatment with medication or talk therapy (psychotherapy) may help to end the cycle of compulsive stealing.",MAYO,0.00019327406262079628,0.16776188635485118
Dyspraxia (finding),6950007,Developmental co-ordination disorder (dyspraxia) in children,PERMANENT,0.002304147465437788,"Because of the limitations of available treatments for DCD and the fact it cannot be cured, some parents may look into alternative therapies that claim to cure or greatly improve the condition.",NHS,0.00038654812524159255,0.16776188635485118
Exteriorization of trachea (procedure),697984004,Tracheostomy,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,"After having a tracheostomy, you'll need to stay in hospital for at least a few days or weeks",NHS,0.00019327406262079628,0.11944337069965212
Acid reflux (finding),698065002,Infant reflux,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,,Infant reflux usually clears up by itself without causing problems for your baby.,MAYO,,
Cardiac arrhythmia (disorder),698247007,Heart arrhythmias,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.002072538860103627,"This serious problem is fatal if the heart isn't restored to a normal rhythm within minutes.
Most",MAYO,0.00038654812524159255,0.18650947042906849
Abdominal aortic aneurysm screening (procedure),698356002,Abdominal aortic aneurysm screening,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.002072538860103627,Screening for AAA involves a quick and painless ultrasound scan of your tummy.,NHS,0.00038654812524159255,0.18650947042906849
Medication overuse headache (finding),698803006,Medication overuse headaches,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,"These symptoms generally last from two to 10 days, but they can persist for several weeks.",MAYO,0.00019327406262079628,0.02338616157711635
Rheumatoid arthritis (disorder),69896004,Rheumatoid arthritis,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,Replacement of these joints is a major operation that involves several days in hospital followed by months of rehabilitation.,NHS,0.00019327406262079628,0.02338616157711635
Twitching eye (finding),699377006,Twitching eyes and muscles,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369004,motor neurone disease – a rare condition that causes weakness and gets worse over time,NHS,0.00019327406262079628,0.052377270970235784
Idiopathic pulmonary fibrosis (disorder),700250006,Idiopathic pulmonary fibrosis,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.007380073800738006,The symptoms of IPF tend to develop gradually and get slowly worse over time.,NHS,0.00038654812524159255,0.052377270970235784
Atrial septal defect (disorder),70142008,Atrial septal defect (ASD),DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369004,"This complication, called Eisenmenger syndrome, usually develops over many years and occurs uncommonly in people with large atrial septal defects.",MAYO,0.00019327406262079628,0.052377270970235784
Hemorrhoids (disorder),70153002,Hemorrhoids,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,"With these treatments, hemorrhoid symptoms often go away within a week.",MAYO,0.00019327406262079628,0.053343641283339766
Cholangiocarcinoma (morphologic abnormality),70179006,Bile duct cancer (cholangiocarcinoma),PERMANENT,0.002304147465437788,"The aim of these operations is to help improve your symptoms and help you live longer, not to cure the cancer.",NHS,0.00038654812524159255,0.16776188635485118
Dural arteriovenous fistula (disorder),703166003,Dural arteriovenous fistulas,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH,0.03225806451612903,"By contrast, an NHND usually develops more gradually, over days to weeks, and typically produces a set of symptoms related to its location.",MAYO,0.00019327406262079628,0.005991495941244685
Myxofibrosarcoma (morphologic abnormality),703609007,Myxofibrosarcoma,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,"Although MFS tends to recur in the same area where it started, a majority of patients live five or more years after treatment.",MAYO,0.00019327406262079628,0.05141090065713181
Agoraphobia (disorder),70691001,Agoraphobia,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.013157894736842105,Some people may have to take SSRIs for 6 to 12 months or more,NHS,0.00038654812524159255,0.029377657518361036
Mucopolysaccharidosis type II (disorder),70737009,Hunter syndrome,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.007380073800738006,"The buildup of massive amounts of these harmful substances eventually causes permanent, progressive damage affecting appearance, mental development, organ function and physical abilities.",MAYO,0.00038654812524159255,0.052377270970235784
Acute exacerbation of asthma (disorder),708038006,Asthma attack,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.002072538860103627,"After 20 minutes, you can repeat the treatment one time if necessary.",MAYO,0.00038654812524159255,0.18650947042906849
Infection caused by larvae of Trichinella (disorder),709018004,Trichinosis,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,"However, fatigue, mild pain, weakness and diarrhea may linger for months or years.",MAYO,0.00019327406262079628,0.05141090065713181
Chronic kidney disease (disorder),709044004,Chronic kidney disease,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,About 90% of transplants still function after 5 years and many work usefully after 10 years or more,NHS,0.00019327406262079628,0.05141090065713181
Pulmonary hypertension (disorder),70995007,Pulmonary hypertension,DECLINE FAST FROM 5 MINUTE TO 1 DAY,0.03448275862068965,"If the cause is identified and treated early, it may be possible to prevent permanent damage to your pulmonary arteries, which are the blood vessels that supply your lungs.",NHS,0.00019327406262079628,0.005604947816003092
Smoking cessation therapy (regime/therapy),710081004,Stop smoking treatments,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.005141388174807198,"Treatment with NRT usually lasts 8-12 weeks, before you gradually reduce the dose and eventually stop.",NHS,0.00038654812524159255,0.07518361035948977
Phantom pain (disorder),710110008,Phantom pain,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.002570694087403599,"Onset within the first week after amputation, though it can be delayed by months or longer",MAYO,0.00019327406262079628,0.07518361035948977
Inhaled steroid therapy (procedure),710818004,Steroid nasal sprays,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,"For hay fever, it's best to use them from 1 to 2 weeks before you think your symptoms will start, as they can take a few days to work.",NHS,0.00019327406262079628,0.11944337069965212
Croup (disorder),71186008,Croup,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,Your child likely will need to be observed in the emergency room for several hours before going home to determine if a second dose is needed.,MAYO,0.00019327406262079628,0.18650947042906849
Ganglion cyst (morphologic abnormality),71307009,Ganglion cyst,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.003108808290155441,"But if you have no symptoms, no treatment is necessary.",MAYO,0.0005798221878623889,0.18650947042906849
Dyspareunia (finding),71315007,Painful intercourse (dyspareunia),IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,Your pelvic floor muscles tend to tighten in response to stress in your life.,MAYO,0.00019327406262079628,0.18650947042906849
Posterior cortical atrophy syndrome (disorder),715574002,Posterior cortical atrophy,PERMANENT,0.001152073732718894,"Posterior cortical atrophy can't be cured, but your doctor can help you manage your condition.",MAYO,0.00019327406262079628,0.16776188635485118
Solitary rectal ulcer syndrome (disorder),716685003,Solitary rectal ulcer syndrome,PERMANENT,0.001152073732718894,You can make changes to your daily life that may help relieve your symptoms.,MAYO,0.00019327406262079628,0.16776188635485118
Meningitis (disorder),7180009,Meningitis,DECLINE FAST FROM 1 DAY TO 1 WEEK,0.05555555555555555,Symptoms may develop over several hours or over a few days.,MAYO,0.00019327406262079628,0.0034789331271743327
Injury of rotator cuff (disorder),718539004,Rotator cuff injury,DECLINE SLOWLY FROM 6 MONTH TO 1 YEAR,0.08333333333333333,"Without treatment, rotator cuff problems may lead to permanent loss of motion or weakness, and may result in progressive degeneration of the shoulder joint.",MAYO,0.00019327406262079628,0.0023192887514495554
Ventricular fibrillation (disorder),71908006,Ventricular fibrillation,DECLINE FAST FROM 5 MINUTE TO 1 DAY,0.03448275862068965,Death can occur within minutes.,MAYO,0.00019327406262079628,0.005604947816003092
Tuberous sclerosis syndrome (disorder),7199000,Tuberous sclerosis,PERMANENT,0.004608294930875576,"Although there is no cure for tuberous sclerosis, treatment can help manage specific symptoms.",MAYO,0.0007730962504831851,0.16776188635485118
Alcoholism (disorder),7200002,Alcohol use disorder,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,Treatment may begin with a program of detoxification or detox — withdrawal that's medically managed — which generally takes two to seven days.,MAYO,0.00019327406262079628,0.053343641283339766
Incontinence of feces (finding),72042002,Fecal incontinence,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.002072538860103627,"If it takes longer than one to three minutes to do so, you likely have a defecation disorder.",MAYO,0.00038654812524159255,0.18650947042906849
Juvenile osteochondrosis of tibial tubercle (disorder),72047008,Osgood-Schlatter disease,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,The discomfort can last from weeks to months and can recur until your child stops growing.,MAYO,0.00019327406262079628,0.02338616157711635
Arteriosclerotic vascular disease (disorder),72092001,Arteriosclerosis  atherosclerosis,DECLINE FAST FROM 5 MINUTE TO 1 DAY,0.03448275862068965,"Healthy arteries are flexible and elastic, but over time, the walls in your arteries can harden, a condition commonly called hardening of the arteries.",MAYO,0.00019327406262079628,0.005604947816003092
Solar lentigo (disorder),72100002,Age spots (liver spots),DECLINE SLOWLY FROM 2 MONTH TO 6 MONTH,0.14285714285714285,Applying prescription bleaching creams (hydroquinone) alone or with retinoids (tretinoin) and a mild steroid might gradually fade the spots over several months.,MAYO,0.00019327406262079628,0.001352918438345574
Klippel Trenaunay syndrome (disorder),721105004,Klippel-Trenaunay syndrome,PERMANENT,0.002304147465437788,"Although there's no cure for Klippel-Trenaunay syndrome, your doctor can help you manage symptoms and prevent complications.",MAYO,0.00038654812524159255,0.16776188635485118
Infection caused by Cyclospora (disorder),721810002,Cyclospora infection,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421052,"If you have HIV or another condition that compromises your immune system, the infection can last for months if not treated.",MAYO,0.00019327406262079628,0.029377657518361036
Primary myxofibrosarcoma (disorder),723076008,Myxofibrosarcoma,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,"Although MFS tends to recur in the same area where it started, a majority of patients live five or more years after treatment.",MAYO,0.00019327406262079628,0.05141090065713181
Circumcision (procedure),72310004,Circumcision in men,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,You'll probably be advised to take at least 1 week off work to recover.,NHS,0.00019327406262079628,0.053343641283339766
Primary progressive apraxia of speech (disorder),723124007,Primary progressive aphasia,DECLINE SLOWLY FROM 6 MONTH TO 1 YEAR,0.16666666666666666,People with primary progressive aphasia can also develop depression or behavioral or social problems as the disease progresses.,MAYO,0.00038654812524159255,0.0023192887514495554
Bicuspid aortic valve (disorder),72352009,Bicuspid aortic valve,PERMANENT,0.001152073732718894,Congenital heart disease can often be treated successfully in childhood.,MAYO,0.00019327406262079628,0.16776188635485118
Eating disorder (disorder),72366004,Eating disorders,PERMANENT,0.002304147465437788,But there are treatments that can help and you can recover from an eating disorder.,NHS,0.00038654812524159255,0.16776188635485118
Benign meningioma (disorder),724171006,Meningioma,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369004,"Most meningiomas grow very slowly, often over many years without causing symptoms.",MAYO,0.00019327406262079628,0.052377270970235784
Sleep-wake schedule disorder due to jet lag (disorder),724751006,Jet lag disorder,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.007246376811594203,"If you have traveled west by more than eight time zones, avoid sunlight a few hours before dark for the first few days to adjust to the local time.",MAYO,0.00038654812524159255,0.053343641283339766
Injury caused by low temperature (disorder),726523002,Frostbite,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,The area usually recovers within 6 months,NHS,0.00019327406262079628,0.02338616157711635
Prickly heat (disorder),72658003,Heat rash (prickly heat),IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,It should clear up on its own after a few days,NHS,0.00019327406262079628,0.053343641283339766
Snoring (finding),72863001,Snoring,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,"School-age children need nine to 12 hours a day, and teens should have eight to 10 hours a day.",MAYO,0.00019327406262079628,0.11944337069965212
Normal pregnancy (finding),72892002,Pregnancy,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421052,Pregnancy normally lasts from 37 weeks to 42 weeks from the first day of your last period,NHS,0.00019327406262079628,0.029377657518361036
Familial multiple polyposis syndrome (disorder),72900001,Familial adenomatous polyposis,PERMANENT,0.001152073732718894,Surgery doesn't cure FAP.,MAYO,0.00019327406262079628,0.16776188635485118
