source,conditionName,url,alsoKnownAs,overviewFile,treatmentFile,treatmentURL
MAYO,Salmonella infection,https://www.mayoclinic.org/diseases-conditions/salmonella/symptoms-causes/syc-20355329,,Salmonella infection_overview.html,Salmonella infection,Salmonella infection_treatment.html,https://www.mayoclinic.org//diseases-conditions/salmonella/diagnosis-treatment/drc-20355335
MAYO,Salmonella infection,https://www.mayoclinic.org/diseases-conditions/salmonella/symptoms-causes/syc-20355329,"Salmonellosis, also known as",Salmonella infection_overview.html,Salmonella infection,Salmonella infection_treatment.html,https://www.mayoclinic.org//diseases-conditions/salmonella/diagnosis-treatment/drc-20355335
MAYO,Sarcoidosis,https://www.mayoclinic.org/diseases-conditions/sarcoidosis/symptoms-causes/syc-20350358,,Sarcoidosis_overview.html,Sarcoidosis,Sarcoidosis_treatment.html,https://www.mayoclinic.org//diseases-conditions/sarcoidosis/diagnosis-treatment/drc-20350363
MAYO,Sarcoma,https://www.mayoclinic.org/diseases-conditions/sarcoma/symptoms-causes/syc-20351048,,Sarcoma_overview.html,Sarcoma,Sarcoma_treatment.html,https://www.mayoclinic.org//diseases-conditions/sarcoma/diagnosis-treatment/drc-20452650
MAYO,Bone cancer,https://www.mayoclinic.org/diseases-conditions/bone-cancer/symptoms-causes/syc-20350217,"Sarcoma, bone cancer, also known as",Bone cancer_overview.html,Bone cancer,Bone cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/bone-cancer/diagnosis-treatment/drc-20350221
MAYO,Soft tissue sarcoma,https://www.mayoclinic.org/diseases-conditions/soft-tissue-sarcoma/symptoms-causes/syc-20377725,"Sarcoma, soft tissue, also known as",Soft tissue sarcoma_overview.html,Soft tissue sarcoma,Soft tissue sarcoma_treatment.html,https://www.mayoclinic.org//diseases-conditions/soft-tissue-sarcoma/diagnosis-treatment/drc-20377730
MAYO,Small intestinal bacterial overgrowth (SIBO),https://www.mayoclinic.org/diseases-conditions/small-intestinal-bacterial-overgrowth/symptoms-causes/syc-20370168,"SBBO, also known as",Small intestinal bacterial overgrowth (SIBO)_overview.html,Small intestinal bacterial overgrowth (SIBO),Small intestinal bacterial overgrowth (SIBO)_treatment.html,https://www.mayoclinic.org//diseases-conditions/small-intestinal-bacterial-overgrowth/diagnosis-treatment/drc-20370172
MAYO,Scabies,https://www.mayoclinic.org/diseases-conditions/scabies/symptoms-causes/syc-20377378,,Scabies_overview.html,Scabies,Scabies_treatment.html,https://www.mayoclinic.org//diseases-conditions/scabies/diagnosis-treatment/drc-20377383
MAYO,Spontaneous coronary artery dissection (SCAD),https://www.mayoclinic.org/diseases-conditions/spontaneous-coronary-artery-dissection/symptoms-causes/syc-20353711,"SCAD, also known as",Spontaneous coronary artery dissection (SCAD)_overview.html,Spontaneous coronary artery dissection (SCAD),Spontaneous coronary artery dissection (SCAD)_treatment.html,https://www.mayoclinic.org//diseases-conditions/spontaneous-coronary-artery-dissection/diagnosis-treatment/drc-20353716
MAYO,Burning mouth syndrome,https://www.mayoclinic.org/diseases-conditions/burning-mouth-syndrome/symptoms-causes/syc-20350911,"Scalded mouth syndrome, also known as",Burning mouth syndrome_overview.html,Burning mouth syndrome,Burning mouth syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/burning-mouth-syndrome/diagnosis-treatment/drc-20350917
MAYO,Scarlet fever,https://www.mayoclinic.org/diseases-conditions/scarlet-fever/symptoms-causes/syc-20377406,"Scarlatina, also known as",Scarlet fever_overview.html,Scarlet fever,Scarlet fever_treatment.html,https://www.mayoclinic.org//diseases-conditions/scarlet-fever/diagnosis-treatment/drc-20377411
MAYO,Scarlet fever,https://www.mayoclinic.org/diseases-conditions/scarlet-fever/symptoms-causes/syc-20377406,,Scarlet fever_overview.html,Scarlet fever,Scarlet fever_treatment.html,https://www.mayoclinic.org//diseases-conditions/scarlet-fever/diagnosis-treatment/drc-20377411
MAYO,Schizoaffective disorder,https://www.mayoclinic.org/diseases-conditions/schizoaffective-disorder/symptoms-causes/syc-20354504,,Schizoaffective disorder_overview.html,Schizoaffective disorder,Schizoaffective disorder_treatment.html,https://www.mayoclinic.org//diseases-conditions/schizoaffective-disorder/diagnosis-treatment/drc-20354509
MAYO,Schizoid personality disorder,https://www.mayoclinic.org/diseases-conditions/schizoid-personality-disorder/symptoms-causes/syc-20354414,,Schizoid personality disorder_overview.html,Schizoid personality disorder,Schizoid personality disorder_treatment.html,https://www.mayoclinic.org//diseases-conditions/schizoid-personality-disorder/diagnosis-treatment/drc-20354419
MAYO,Schizophrenia,https://www.mayoclinic.org/diseases-conditions/schizophrenia/symptoms-causes/syc-20354443,,Schizophrenia_overview.html,Schizophrenia,Schizophrenia_treatment.html,https://www.mayoclinic.org//diseases-conditions/schizophrenia/diagnosis-treatment/drc-20354449
MAYO,Childhood schizophrenia,https://www.mayoclinic.org/diseases-conditions/childhood-schizophrenia/symptoms-causes/syc-20354483,"Schizophrenia, adolescent, also known as",Childhood schizophrenia_overview.html,Childhood schizophrenia,Childhood schizophrenia_treatment.html,https://www.mayoclinic.org//diseases-conditions/childhood-schizophrenia/diagnosis-treatment/drc-20354489
MAYO,Childhood schizophrenia,https://www.mayoclinic.org/diseases-conditions/childhood-schizophrenia/symptoms-causes/syc-20354483,"Schizophrenia, childhood, also known as",Childhood schizophrenia_overview.html,Childhood schizophrenia,Childhood schizophrenia_treatment.html,https://www.mayoclinic.org//diseases-conditions/childhood-schizophrenia/diagnosis-treatment/drc-20354489
MAYO,Childhood schizophrenia,https://www.mayoclinic.org/diseases-conditions/childhood-schizophrenia/symptoms-causes/syc-20354483,"Schizophrenia, juvenile, also known as",Childhood schizophrenia_overview.html,Childhood schizophrenia,Childhood schizophrenia_treatment.html,https://www.mayoclinic.org//diseases-conditions/childhood-schizophrenia/diagnosis-treatment/drc-20354489
MAYO,Schizotypal personality disorder,https://www.mayoclinic.org/diseases-conditions/schizotypal-personality-disorder/symptoms-causes/syc-20353919,,Schizotypal personality disorder_overview.html,Schizotypal personality disorder,Schizotypal personality disorder_treatment.html,https://www.mayoclinic.org//diseases-conditions/schizotypal-personality-disorder/diagnosis-treatment/drc-20353924
MAYO,Schwannoma,https://www.mayoclinic.org/diseases-conditions/schwannoma/cdc-20352974,,Schwannoma_overview.html,Schwannoma,Schwannoma_treatment.html,https://www.mayoclinic.org//diseases-conditions/peripheral-nerve-tumors/diagnosis-treatment/drc-20355075
MAYO,Spinal cord injury,https://www.mayoclinic.org/diseases-conditions/spinal-cord-injury/symptoms-causes/syc-20377890,"SCI, also known as",Spinal cord injury_overview.html,Spinal cord injury,Spinal cord injury_treatment.html,https://www.mayoclinic.org//diseases-conditions/spinal-cord-injury/diagnosis-treatment/drc-20377895
MAYO,Sciatica,https://www.mayoclinic.org/diseases-conditions/sciatica/symptoms-causes/syc-20377435,,Sciatica_overview.html,Sciatica,Sciatica_treatment.html,https://www.mayoclinic.org//diseases-conditions/sciatica/diagnosis-treatment/drc-20377441
MAYO,Scleroderma,https://www.mayoclinic.org/diseases-conditions/scleroderma/symptoms-causes/syc-20351952,,Scleroderma_overview.html,Scleroderma,Scleroderma_treatment.html,https://www.mayoclinic.org//diseases-conditions/scleroderma/diagnosis-treatment/drc-20351957
MAYO,Primary sclerosing cholangitis,https://www.mayoclinic.org/diseases-conditions/primary-sclerosing-cholangitis/symptoms-causes/syc-20355797,"Sclerosing cholangitis, also known as",Primary sclerosing cholangitis_overview.html,Primary sclerosing cholangitis,Primary sclerosing cholangitis_treatment.html,https://www.mayoclinic.org//diseases-conditions/primary-sclerosing-cholangitis/diagnosis-treatment/drc-20355802
MAYO,Sclerosing mesenteritis,https://www.mayoclinic.org/diseases-conditions/sclerosing-mesenteritis/symptoms-causes/syc-20355087,,Sclerosing mesenteritis_overview.html,Sclerosing mesenteritis,Sclerosing mesenteritis_treatment.html,https://www.mayoclinic.org//diseases-conditions/sclerosing-mesenteritis/diagnosis-treatment/drc-20450343
MAYO,Multiple sclerosis,https://www.mayoclinic.org/diseases-conditions/multiple-sclerosis/symptoms-causes/syc-20350269,"Sclerosis, multiple, also known as",Multiple sclerosis_overview.html,Multiple sclerosis,Multiple sclerosis_treatment.html,https://www.mayoclinic.org//diseases-conditions/multiple-sclerosis/diagnosis-treatment/drc-20350274
MAYO,Scleroderma,https://www.mayoclinic.org/diseases-conditions/scleroderma/symptoms-causes/syc-20351952,"Sclerosis, systemic, also known as",Scleroderma_overview.html,Scleroderma,Scleroderma_treatment.html,https://www.mayoclinic.org//diseases-conditions/scleroderma/diagnosis-treatment/drc-20351957
MAYO,Scoliosis,https://www.mayoclinic.org/diseases-conditions/scoliosis/symptoms-causes/syc-20350716,,Scoliosis_overview.html,Scoliosis,Scoliosis_treatment.html,https://www.mayoclinic.org//diseases-conditions/scoliosis/diagnosis-treatment/drc-20350721
MAYO,Scorpion sting,https://www.mayoclinic.org/diseases-conditions/scorpion-stings/symptoms-causes/syc-20353859,,Scorpion sting_overview.html,Scorpion sting,Scorpion sting_treatment.html,https://www.mayoclinic.org//diseases-conditions/scorpion-stings/diagnosis-treatment/drc-20353865
MAYO,Scrotal masses,https://www.mayoclinic.org/diseases-conditions/scrotal-masses/symptoms-causes/syc-20352604,,Scrotal masses_overview.html,Scrotal masses,Scrotal masses_treatment.html,https://www.mayoclinic.org//diseases-conditions/scrotal-masses/diagnosis-treatment/drc-20352609
MAYO,Seasonal affective disorder (SAD),https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,,Seasonal affective disorder (SAD)_overview.html,Seasonal affective disorder (SAD),Seasonal affective disorder (SAD)_treatment.html,https://www.mayoclinic.org//diseases-conditions/seasonal-affective-disorder/diagnosis-treatment/drc-20364722
MAYO,Hay fever,https://www.mayoclinic.org/diseases-conditions/hay-fever/symptoms-causes/syc-20373039,"Seasonal allergy, also known as",Hay fever_overview.html,Hay fever,Hay fever_treatment.html,https://www.mayoclinic.org//diseases-conditions/hay-fever/diagnosis-treatment/drc-20373045
MAYO,Sebaceous carcinoma,https://www.mayoclinic.org/diseases-conditions/sebaceous-carcinoma/cdc-20352957,,Sebaceous carcinoma_overview.html
MAYO,Epidermoid cysts,https://www.mayoclinic.org/diseases-conditions/epidermoid-cysts/symptoms-causes/syc-20352701,"Sebaceous cysts, also known as",Epidermoid cysts_overview.html,Epidermoid cysts,Epidermoid cysts_treatment.html,https://www.mayoclinic.org//diseases-conditions/epidermoid-cysts/diagnosis-treatment/drc-20352706
MAYO,Seborrheic dermatitis,https://www.mayoclinic.org/diseases-conditions/seborrheic-dermatitis/symptoms-causes/syc-20352710,,Seborrheic dermatitis_overview.html,Seborrheic dermatitis,Seborrheic dermatitis_treatment.html,https://www.mayoclinic.org//diseases-conditions/seborrheic-dermatitis/diagnosis-treatment/drc-20352714
MAYO,Seborrheic keratosis,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353878,,Seborrheic keratosis_overview.html,Seborrheic keratosis,Seborrheic keratosis_treatment.html,https://www.mayoclinic.org//diseases-conditions/seborrheic-keratosis/diagnosis-treatment/drc-20353882
MAYO,Brain metastases,https://www.mayoclinic.org/diseases-conditions/brain-metastases/symptoms-causes/syc-20350136,"Secondary brain cancer, also known as",Brain metastases_overview.html,Brain metastases,Brain metastases_treatment.html,https://www.mayoclinic.org//diseases-conditions/brain-metastases/diagnosis-treatment/drc-20350140
MAYO,Secondary hypertension,https://www.mayoclinic.org/diseases-conditions/secondary-hypertension/symptoms-causes/syc-20350679,,Secondary hypertension_overview.html,Secondary hypertension,Secondary hypertension_treatment.html,https://www.mayoclinic.org//diseases-conditions/secondary-hypertension/diagnosis-treatment/drc-20350684
MAYO,Epilepsy,https://www.mayoclinic.org/diseases-conditions/epilepsy/symptoms-causes/syc-20350093,"Seizure disorder, also known as",Epilepsy_overview.html,Epilepsy,Epilepsy_treatment.html,https://www.mayoclinic.org//diseases-conditions/epilepsy/diagnosis-treatment/drc-20350098
MAYO,Absence seizure,https://www.mayoclinic.org/diseases-conditions/petit-mal-seizure/symptoms-causes/syc-20359683,"Seizure, absence, also known as",Absence seizure_overview.html,Absence seizure,Absence seizure_treatment.html,https://www.mayoclinic.org//diseases-conditions/petit-mal-seizure/diagnosis-treatment/drc-20359734
MAYO,Febrile seizure,https://www.mayoclinic.org/diseases-conditions/febrile-seizure/symptoms-causes/syc-20372522,"Seizure, febrile, also known as",Febrile seizure_overview.html,Febrile seizure,Febrile seizure_treatment.html,https://www.mayoclinic.org//diseases-conditions/febrile-seizure/diagnosis-treatment/drc-20372527
MAYO,Grand mal seizure,https://www.mayoclinic.org/diseases-conditions/grand-mal-seizure/symptoms-causes/syc-20363458,"Seizure, grand mal, also known as",Grand mal seizure_overview.html,Grand mal seizure,Grand mal seizure_treatment.html,https://www.mayoclinic.org//diseases-conditions/grand-mal-seizure/diagnosis-treatment/drc-20364165
MAYO,Absence seizure,https://www.mayoclinic.org/diseases-conditions/petit-mal-seizure/symptoms-causes/syc-20359683,"Seizure, petit mal, also known as",Absence seizure_overview.html,Absence seizure,Absence seizure_treatment.html,https://www.mayoclinic.org//diseases-conditions/petit-mal-seizure/diagnosis-treatment/drc-20359734
MAYO,Temporal lobe seizure,https://www.mayoclinic.org/diseases-conditions/temporal-lobe-seizure/symptoms-causes/syc-20378214,"Seizure, temporal lobe, also known as",Temporal lobe seizure_overview.html,Temporal lobe seizure,Temporal lobe seizure_treatment.html,https://www.mayoclinic.org//diseases-conditions/temporal-lobe-seizure/diagnosis-treatment/drc-20378220
MAYO,Seizures,https://www.mayoclinic.org/diseases-conditions/seizure/symptoms-causes/syc-20365711,,Seizures_overview.html,Seizures,Seizures_treatment.html,https://www.mayoclinic.org//diseases-conditions/seizure/diagnosis-treatment/drc-20365730
MAYO,Selective IgA deficiency,https://www.mayoclinic.org/diseases-conditions/selective-iga-deficiency/symptoms-causes/syc-20362236,,Selective IgA deficiency_overview.html,Selective IgA deficiency,Selective IgA deficiency_treatment.html,https://www.mayoclinic.org//diseases-conditions/selective-iga-deficiency/diagnosis-treatment/drc-20450490
MAYO,Self-injurycutting,https://www.mayoclinic.org/diseases-conditions/self-injury/symptoms-causes/syc-20350950,"Self harming, also known as",Self-injurycutting_overview.html,Self-injurycutting,Self-injurycutting_treatment.html,https://www.mayoclinic.org//diseases-conditions/self-injury/diagnosis-treatment/drc-20350956
MAYO,Self-injurycutting,https://www.mayoclinic.org/diseases-conditions/self-injury/symptoms-causes/syc-20350950,,Self-injurycutting_overview.html,Self-injurycutting,Self-injurycutting_treatment.html,https://www.mayoclinic.org//diseases-conditions/self-injury/diagnosis-treatment/drc-20350956
MAYO,Separated shoulder,https://www.mayoclinic.org/diseases-conditions/separated-shoulder/symptoms-causes/syc-20354049,,Separated shoulder_overview.html,Separated shoulder,Separated shoulder_treatment.html,https://www.mayoclinic.org//diseases-conditions/separated-shoulder/diagnosis-treatment/drc-20354054
MAYO,Separation anxiety disorder,https://www.mayoclinic.org/diseases-conditions/separation-anxiety-disorder/symptoms-causes/syc-20377455,,Separation anxiety disorder_overview.html,Separation anxiety disorder,Separation anxiety disorder_treatment.html,https://www.mayoclinic.org//diseases-conditions/separation-anxiety-disorder/diagnosis-treatment/drc-20377457
MAYO,Sepsis,https://www.mayoclinic.org/diseases-conditions/sepsis/symptoms-causes/syc-20351214,,Sepsis_overview.html,Sepsis,Sepsis_treatment.html,https://www.mayoclinic.org//diseases-conditions/sepsis/diagnosis-treatment/drc-20351219
MAYO,Atrial septal defect (ASD),https://www.mayoclinic.org/diseases-conditions/atrial-septal-defect/symptoms-causes/syc-20369715,"Septal defect, atrial, also known as",Atrial septal defect (ASD)_overview.html,Atrial septal defect (ASD),Atrial septal defect (ASD)_treatment.html,https://www.mayoclinic.org//diseases-conditions/atrial-septal-defect/diagnosis-treatment/drc-20369720
MAYO,Atrioventricular canal defect,https://www.mayoclinic.org/diseases-conditions/atrioventricular-canal-defect/symptoms-causes/syc-20361492,"Septal defect, atrioventricular, also known as",Atrioventricular canal defect_overview.html,Atrioventricular canal defect,Atrioventricular canal defect_treatment.html,https://www.mayoclinic.org//diseases-conditions/atrioventricular-canal-defect/diagnosis-treatment/drc-20361528
MAYO,Ventricular septal defect (VSD),https://www.mayoclinic.org/diseases-conditions/ventricular-septal-defect/symptoms-causes/syc-20353495,"Septal defect, ventricular, also known as",Ventricular septal defect (VSD)_overview.html,Ventricular septal defect (VSD),Ventricular septal defect (VSD)_treatment.html,https://www.mayoclinic.org//diseases-conditions/ventricular-septal-defect/diagnosis-treatment/drc-20353501
MAYO,Septic arthritis,https://www.mayoclinic.org/diseases-conditions/bone-and-joint-infections/symptoms-causes/syc-20350755,,Septic arthritis_overview.html,Septic arthritis,Septic arthritis_treatment.html,https://www.mayoclinic.org//diseases-conditions/bone-and-joint-infections/diagnosis-treatment/drc-20350760
MAYO,Serotonin syndrome,https://www.mayoclinic.org/diseases-conditions/serotonin-syndrome/symptoms-causes/syc-20354758,,Serotonin syndrome_overview.html,Serotonin syndrome,Serotonin syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/serotonin-syndrome/diagnosis-treatment/drc-20354764
MAYO,Severe acute respiratory syndrome (SARS),https://www.mayoclinic.org/diseases-conditions/sars/symptoms-causes/syc-20351765,"Severe acute respiratory syndrome, also known as",Severe acute respiratory syndrome (SARS)_overview.html,Severe acute respiratory syndrome (SARS),Severe acute respiratory syndrome (SARS)_treatment.html,https://www.mayoclinic.org//diseases-conditions/sars/diagnosis-treatment/drc-20351771
MAYO,Severe acute respiratory syndrome (SARS),https://www.mayoclinic.org/diseases-conditions/sars/symptoms-causes/syc-20351765,,Severe acute respiratory syndrome (SARS)_overview.html,Severe acute respiratory syndrome (SARS),Severe acute respiratory syndrome (SARS)_treatment.html,https://www.mayoclinic.org//diseases-conditions/sars/diagnosis-treatment/drc-20351771
MAYO,Coma,https://www.mayoclinic.org/diseases-conditions/coma/symptoms-causes/syc-20371099,"Severe brain injury, coma, also known as",Coma_overview.html,Coma,Coma_treatment.html,https://www.mayoclinic.org//diseases-conditions/coma/diagnosis-treatment/drc-20371103
MAYO,Sex headaches,https://www.mayoclinic.org/diseases-conditions/sex-headaches/symptoms-causes/syc-20377477,,Sex headaches_overview.html,Sex headaches,Sex headaches_treatment.html,https://www.mayoclinic.org//diseases-conditions/sex-headaches/diagnosis-treatment/drc-20377481
MAYO,Female sexual dysfunction,https://www.mayoclinic.org/diseases-conditions/female-sexual-dysfunction/symptoms-causes/syc-20372549,"Sexual dysfunction, female, also known as",Female sexual dysfunction_overview.html,Female sexual dysfunction,Female sexual dysfunction_treatment.html,https://www.mayoclinic.org//diseases-conditions/female-sexual-dysfunction/diagnosis-treatment/drc-20372556
MAYO,Compulsive sexual behavior,https://www.mayoclinic.org/diseases-conditions/compulsive-sexual-behavior/symptoms-causes/syc-20360434,"Sexual obsession, also known as",Compulsive sexual behavior_overview.html,Compulsive sexual behavior,Compulsive sexual behavior_treatment.html,https://www.mayoclinic.org//diseases-conditions/compulsive-sexual-behavior/diagnosis-treatment/drc-20360453
MAYO,Sexually transmitted diseases (STDs),https://www.mayoclinic.org/diseases-conditions/sexually-transmitted-diseases-stds/symptoms-causes/syc-20351240,,Sexually transmitted diseases (STDs)_overview.html,Sexually transmitted diseases (STDs),Sexually transmitted diseases (STDs)_treatment.html,https://www.mayoclinic.org//diseases-conditions/sexually-transmitted-diseases-stds/diagnosis-treatment/drc-20351246
MAYO,Shaken baby syndrome,https://www.mayoclinic.org/diseases-conditions/shaken-baby-syndrome/symptoms-causes/syc-20366619,,Shaken baby syndrome_overview.html,Shaken baby syndrome,Shaken baby syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/shaken-baby-syndrome/diagnosis-treatment/drc-20366641
MAYO,Sheehan's syndrome,https://www.mayoclinic.org/diseases-conditions/sheehans-syndrome/symptoms-causes/syc-20351847,,Sheehan's syndrome_overview.html,Sheehan's syndrome,Sheehan's syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/sheehans-syndrome/diagnosis-treatment/drc-20351852
MAYO,Shellfish allergy,https://www.mayoclinic.org/diseases-conditions/shellfish-allergy/symptoms-causes/syc-20377503,,Shellfish allergy_overview.html,Shellfish allergy,Shellfish allergy_treatment.html,https://www.mayoclinic.org//diseases-conditions/shellfish-allergy/diagnosis-treatment/drc-20377507
MAYO,Shigella infection,https://www.mayoclinic.org/diseases-conditions/shigella/symptoms-causes/syc-20377529,,Shigella infection_overview.html,Shigella infection,Shigella infection_treatment.html,https://www.mayoclinic.org//diseases-conditions/shigella/diagnosis-treatment/drc-20377533
MAYO,Shin splints,https://www.mayoclinic.org/diseases-conditions/shin-splints/symptoms-causes/syc-20354105,,Shin splints_overview.html,Shin splints,Shin splints_treatment.html,https://www.mayoclinic.org//diseases-conditions/shin-splints/diagnosis-treatment/drc-20354110
MAYO,Shingles,https://www.mayoclinic.org/diseases-conditions/shingles/symptoms-causes/syc-20353054,,Shingles_overview.html,Shingles,Shingles_treatment.html,https://www.mayoclinic.org//diseases-conditions/shingles/diagnosis-treatment/drc-20353060
MAYO,Short bowel syndrome,https://www.mayoclinic.org/diseases-conditions/short-bowel-syndrome/symptoms-causes/syc-20355091,,Short bowel syndrome_overview.html,Short bowel syndrome,Short bowel syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/short-bowel-syndrome/diagnosis-treatment/drc-20450377
MAYO,Dislocated shoulder,https://www.mayoclinic.org/diseases-conditions/dislocated-shoulder/symptoms-causes/syc-20371715,"Shoulder dislocation, also known as",Dislocated shoulder_overview.html,Dislocated shoulder,Dislocated shoulder_treatment.html,https://www.mayoclinic.org//diseases-conditions/dislocated-shoulder/diagnosis-treatment/drc-20371720
MAYO,Separated shoulder,https://www.mayoclinic.org/diseases-conditions/separated-shoulder/symptoms-causes/syc-20354049,"Shoulder separation, also known as",Separated shoulder_overview.html,Separated shoulder,Separated shoulder_treatment.html,https://www.mayoclinic.org//diseases-conditions/separated-shoulder/diagnosis-treatment/drc-20354054
MAYO,Multiple system atrophy (MSA),https://www.mayoclinic.org/diseases-conditions/multiple-system-atrophy/symptoms-causes/syc-20356153,"Shy-Drager syndrome, also known as",Multiple system atrophy (MSA)_overview.html,Multiple system atrophy (MSA),Multiple system atrophy (MSA)_treatment.html,https://www.mayoclinic.org//diseases-conditions/multiple-system-atrophy/diagnosis-treatment/drc-20356157
MAYO,Small intestinal bacterial overgrowth (SIBO),https://www.mayoclinic.org/diseases-conditions/small-intestinal-bacterial-overgrowth/symptoms-causes/syc-20370168,"SIBO, also known as",Small intestinal bacterial overgrowth (SIBO)_overview.html,Small intestinal bacterial overgrowth (SIBO),Small intestinal bacterial overgrowth (SIBO)_treatment.html,https://www.mayoclinic.org//diseases-conditions/small-intestinal-bacterial-overgrowth/diagnosis-treatment/drc-20370172
MAYO,Sick sinus syndrome,https://www.mayoclinic.org/diseases-conditions/sick-sinus-syndrome/symptoms-causes/syc-20377554,,Sick sinus syndrome_overview.html,Sick sinus syndrome,Sick sinus syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/sick-sinus-syndrome/diagnosis-treatment/drc-20377560
MAYO,Sickle cell anemia,https://www.mayoclinic.org/diseases-conditions/sickle-cell-anemia/symptoms-causes/syc-20355876,,Sickle cell anemia_overview.html,Sickle cell anemia,Sickle cell anemia_treatment.html,https://www.mayoclinic.org//diseases-conditions/sickle-cell-anemia/diagnosis-treatment/drc-20355882
MAYO,Sudden infant death syndrome (SIDS),https://www.mayoclinic.org/diseases-conditions/sudden-infant-death-syndrome/symptoms-causes/syc-20352800,"SIDS, also known as",Sudden infant death syndrome (SIDS)_overview.html,Sudden infant death syndrome (SIDS),Sudden infant death syndrome (SIDS)_treatment.html,https://www.mayoclinic.org//diseases-conditions/sudden-infant-death-syndrome/diagnosis-treatment/drc-20352804
MAYO,Hantavirus pulmonary syndrome,https://www.mayoclinic.org/diseases-conditions/hantavirus-pulmonary-syndrome/symptoms-causes/syc-20351838,"Sin Nombre virus infection, also known as",Hantavirus pulmonary syndrome_overview.html,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/hantavirus-pulmonary-syndrome/diagnosis-treatment/drc-20351844
MAYO,Sinus headaches,https://www.mayoclinic.org/diseases-conditions/sinus-headaches/symptoms-causes/syc-20377580,,Sinus headaches_overview.html,Sinus headaches,Sinus headaches_treatment.html,https://www.mayoclinic.org//diseases-conditions/sinus-headaches/diagnosis-treatment/drc-20377584
MAYO,Acute sinusitis,https://www.mayoclinic.org/diseases-conditions/acute-sinusitis/symptoms-causes/syc-20351671,"Sinusitis, acute, also known as",Acute sinusitis_overview.html,Acute sinusitis,Acute sinusitis_treatment.html,https://www.mayoclinic.org//diseases-conditions/acute-sinusitis/diagnosis-treatment/drc-20351677
MAYO,Chronic sinusitis,https://www.mayoclinic.org/diseases-conditions/chronic-sinusitis/symptoms-causes/syc-20351661,"Sinusitis, chronic, also known as",Chronic sinusitis_overview.html,Chronic sinusitis,Chronic sinusitis_treatment.html,https://www.mayoclinic.org//diseases-conditions/chronic-sinusitis/diagnosis-treatment/drc-20351667
MAYO,Sjogren's syndrome,https://www.mayoclinic.org/diseases-conditions/sjogrens-syndrome/symptoms-causes/syc-20353216,,Sjogren's syndrome_overview.html,Sjogren's syndrome,Sjogren's syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/sjogrens-syndrome/diagnosis-treatment/drc-20353221
MAYO,Skin cancer,https://www.mayoclinic.org/diseases-conditions/skin-cancer/symptoms-causes/syc-20377605,,Skin cancer_overview.html,Skin cancer,Skin cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/skin-cancer/diagnosis-treatment/drc-20377608
MAYO,Melanoma,https://www.mayoclinic.org/diseases-conditions/melanoma/symptoms-causes/syc-20374884,"Skin cancer, melanoma, also known as",Melanoma_overview.html,Melanoma,Melanoma_treatment.html,https://www.mayoclinic.org//diseases-conditions/melanoma/diagnosis-treatment/drc-20374888
MAYO,Itchy skin (pruritus),https://www.mayoclinic.org/diseases-conditions/itchy-skin/symptoms-causes/syc-20355006,"Skin, itchy, also known as",Itchy skin (pruritus)_overview.html,Itchy skin (pruritus),Itchy skin (pruritus)_treatment.html,https://www.mayoclinic.org//diseases-conditions/itchy-skin/diagnosis-treatment/drc-20355010
MAYO,Heart palpitations,https://www.mayoclinic.org/diseases-conditions/heart-palpitations/symptoms-causes/syc-20373196,"Skipped heartbeats, also known as",Heart palpitations_overview.html,Heart palpitations,Heart palpitations_treatment.html,https://www.mayoclinic.org//diseases-conditions/heart-palpitations/diagnosis-treatment/drc-20373201
MAYO,Parvovirus infection,https://www.mayoclinic.org/diseases-conditions/parvovirus-infection/symptoms-causes/syc-20376085,"Slapped cheek disease, also known as",Parvovirus infection_overview.html,Parvovirus infection,Parvovirus infection_treatment.html,https://www.mayoclinic.org//diseases-conditions/parvovirus-infection/diagnosis-treatment/drc-20376090
MAYO,Sleep apnea,https://www.mayoclinic.org/diseases-conditions/sleep-apnea/symptoms-causes/syc-20377631,,Sleep apnea_overview.html,Sleep apnea,Sleep apnea_treatment.html,https://www.mayoclinic.org//diseases-conditions/sleep-apnea/diagnosis-treatment/drc-20377636
MAYO,Pediatric obstructive sleep apnea,https://www.mayoclinic.org/diseases-conditions/pediatric-sleep-apnea/symptoms-causes/syc-20376196,"Sleep apnea in children, obstructive, also known as",Pediatric obstructive sleep apnea_overview.html,Pediatric obstructive sleep apnea,Pediatric obstructive sleep apnea_treatment.html,https://www.mayoclinic.org//diseases-conditions/pediatric-sleep-apnea/diagnosis-treatment/drc-20376199
