conceptId,snomedConcept,snomedIdentifier,term
448675008,Malignant neoplasm of colon (disorder),363406005,Malignant neoplasm of digestive system (disorder)
448675008,Secondary malignant neoplasm of colon (disorder),94260004,Malignant neoplasm of digestive system (disorder)
448708002,Small cell carcinoma of lung (disorder),254632001,Neoplasm of respiratory system (disorder)
448708002,"Primary small cell malignant neoplasm of lung, TNM stage 1 (disorder)",67811000119102,Neoplasm of respiratory system (disorder)
448708002,Non-small cell lung cancer (disorder),254637007,Neoplasm of respiratory system (disorder)
448708002,"Non-small cell carcinoma of lung, TNM stage 1 (disorder)",424132000,Neoplasm of respiratory system (disorder)
448882009,Primary malignant neoplasm of colon (disorder),93761005,Malignant neoplasm of intraabdominal organ (disorder)
448882009,Malignant neoplasm of colon (disorder),363406005,Malignant neoplasm of intraabdominal organ (disorder)
448882009,Overlapping malignant neoplasm of colon (disorder),109838007,Malignant neoplasm of intraabdominal organ (disorder)
448882009,Secondary malignant neoplasm of colon (disorder),94260004,Malignant neoplasm of intraabdominal organ (disorder)
448938001,"Cytopathology procedure, preparation of smear, genital source (procedure)",90226004,Preparation of smear (procedure)
448993007,Non-small cell lung cancer (disorder),254637007,Malignant epithelial neoplasm of lung (disorder)
448993007,"Primary small cell malignant neoplasm of lung, TNM stage 1 (disorder)",67811000119102,Malignant epithelial neoplasm of lung (disorder)
448993007,Small cell carcinoma of lung (disorder),254632001,Malignant epithelial neoplasm of lung (disorder)
448993007,"Non-small cell carcinoma of lung, TNM stage 1 (disorder)",424132000,Malignant epithelial neoplasm of lung (disorder)
449082003,Sepsis caused by Pseudomonas (disorder),448813005,Sepsis caused by Gram negative bacteria (disorder)
449096009,Non-small cell lung cancer (disorder),254637007,Malignant neoplasm of respiratory system (disorder)
449096009,"Primary small cell malignant neoplasm of lung, TNM stage 1 (disorder)",67811000119102,Malignant neoplasm of respiratory system (disorder)
449096009,"Non-small cell carcinoma of lung, TNM stage 1 (disorder)",424132000,Malignant neoplasm of respiratory system (disorder)
449096009,Small cell carcinoma of lung (disorder),254632001,Malignant neoplasm of respiratory system (disorder)
449263002,Auscultation of the fetal heart,225158009,Auscultation of heart (procedure)
449652005,Surgical manipulation of joint of knee (procedure),699253003,Manipulation of lower limb (procedure)
45036003,Ultrasonography of abdomen right upper quadrant and epigastrium,426701000119108,Ultrasonography of abdomen (procedure)
45036003,Ultrasound scan for fetal viability (procedure),169230002,Ultrasonography of abdomen (procedure)
45036003,Fetal anatomy study,271442007,Ultrasonography of abdomen (procedure)
450669005,Excision of fallopian tube and surgical removal of ectopic pregnancy (procedure),445912000,Excision of adnexa of uterus (procedure)
46206005,"Major depression, single episode (disorder)",36923009,Mood disorder (disorder)
46206005,Major depressive disorder (disorder),370143000,Mood disorder (disorder)
46616009,Episiotomy (procedure),85548006,Operation on female perineum (procedure)
46866001,Closed fracture of hip (disorder),359817006,Fracture of lower limb (disorder)
46866001,Fracture of ankle (disorder),16114001,Fracture of lower limb (disorder)
47079000,Ultrasonography of bilateral breasts (procedure),1571000087109,Ultrasonography of breast (procedure)
473010000,Allergy to shellfish (finding),300913006,Hypersensitivity condition (finding)
473010000,Allergy to dairy product,425525006,Hypersensitivity condition (finding)
473010000,Allergy to soya,714035009,Hypersensitivity condition (finding)
473010000,Perennial allergic rhinitis (disorder),446096008,Hypersensitivity condition (finding)
473010000,Allergy to animal dander (finding),232347008,Hypersensitivity condition (finding)
473010000,Acute allergic reaction (disorder),241929008,Hypersensitivity condition (finding)
473010000,Latex allergy,300916003,Hypersensitivity condition (finding)
473010000,Allergy to dust mite protein (finding),232350006,Hypersensitivity condition (finding)
473010000,Seasonal allergic rhinitis (disorder),367498001,Hypersensitivity condition (finding)
473010000,Perennial allergic rhinitis with seasonal variation (disorder),232353008,Hypersensitivity condition (finding)
473010000,Allergy to tree pollen (finding),419263009,Hypersensitivity condition (finding)
473010000,Allergy to eggs,91930004,Hypersensitivity condition (finding)
473010000,Allergy to mold (finding),419474003,Hypersensitivity condition (finding)
473010000,Contact dermatitis (disorder),40275004,Hypersensitivity condition (finding)
473010000,Allergy to nut (finding),91934008,Hypersensitivity condition (finding)
473010000,Allergy to bee venom (finding),424213003,Hypersensitivity condition (finding)
473010000,Allergy to fish (finding),417532002,Hypersensitivity condition (finding)
473010000,Allergy to wheat (finding),420174000,Hypersensitivity condition (finding)
473010000,Allergy to peanut (finding),91935009,Hypersensitivity condition (finding)
473010000,Allergy to grass pollen (finding),418689008,Hypersensitivity condition (finding)
473011001,Allergy to dust mite protein (finding),232350006,Allergic condition (finding)
473011001,Allergy to fish (finding),417532002,Allergic condition (finding)
473011001,Seasonal allergic rhinitis (disorder),367498001,Allergic condition (finding)
473011001,Allergy to animal dander (finding),232347008,Allergic condition (finding)
473011001,Acute allergic reaction (disorder),241929008,Allergic condition (finding)
473011001,Allergy to mold (finding),419474003,Allergic condition (finding)
473011001,Allergy to tree pollen (finding),419263009,Allergic condition (finding)
473011001,Allergy to grass pollen (finding),418689008,Allergic condition (finding)
473011001,Perennial allergic rhinitis (disorder),446096008,Allergic condition (finding)
473011001,Allergy to nut (finding),91934008,Allergic condition (finding)
473011001,Allergy to dairy product,425525006,Allergic condition (finding)
473011001,Allergy to soya,714035009,Allergic condition (finding)
473011001,Perennial allergic rhinitis with seasonal variation (disorder),232353008,Allergic condition (finding)
473011001,Allergy to wheat (finding),420174000,Allergic condition (finding)
473011001,Allergy to bee venom (finding),424213003,Allergic condition (finding)
473011001,Allergy to shellfish (finding),300913006,Allergic condition (finding)
473011001,Allergy to peanut (finding),91935009,Allergic condition (finding)
473011001,Latex allergy,300916003,Allergic condition (finding)
473011001,Allergy to eggs,91930004,Allergic condition (finding)
47458005,Total replacement of hip (procedure),52734007,Repair of hip joint (procedure)
47583008,Congenital uterine anomaly (disorder),37849005,Congenital anomaly of the pelvis (disorder)
47943005,Intravenous antibiotic therapy,281790008,Administration of anti-infective agent (procedure)
48125009,Fracture of rib (disorder),33737001,Injury of trunk (disorder)
48194001,Pre-eclampsia (disorder),398254007,Pregnancy-induced hypertension (disorder)
48286001,Hyperlipidemia (disorder),55822004,Disorder of lipoprotein AND/OR lipid metabolism (disorder)
48286001,Hypertriglyceridemia (disorder),302870006,Disorder of lipoprotein AND/OR lipid metabolism (disorder)
48447003,Chronic congestive heart failure (disorder),88805009,Chronic heart failure (disorder)
48499001,Body mass index 40+ - severely obese (finding),408512008,Increased body mass index (finding)
48499001,Body mass index 30+ - obesity (finding),162864005,Increased body mass index (finding)
48522003,Fracture of vertebral column with spinal cord injury (disorder),1734006,Spinal cord disorder (disorder)
48537004,Coronary artery bypass grafting (procedure),232717009,Bypass graft (procedure)
4855003,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Retinopathy due to diabetes mellitus (disorder)
4855003,Nonproliferative retinopathy due to type 2 diabetes mellitus (disorder),1551000119108,Retinopathy due to diabetes mellitus (disorder)
4855003,Retinopathy due to type 2 diabetes mellitus (disorder),422034002,Retinopathy due to diabetes mellitus (disorder)
4855003,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Retinopathy due to diabetes mellitus (disorder)
48635004,Fine needle aspiration biopsy of lung (procedure),432231006,Fine needle biopsy (procedure)
48694002,Posttraumatic stress disorder (disorder),47505003,Anxiety (finding)
49099001,Inflammatory disorder due to increased blood urate level (disorder),90560007,Increased uric acid level (finding)
49281003,Diagnostic fiberoptic bronchoscopy (procedure),173160006,Diagnostic procedure on lower respiratory tract (procedure)
49483002,Chronic congestive heart failure (disorder),88805009,Disorder of mediastinum (disorder)
49483002,Cardiac arrest (disorder),410429000,Disorder of mediastinum (disorder)
49483002,Myocardial infarction (disorder),22298006,Disorder of mediastinum (disorder)
49483002,Atrial fibrillation (disorder),49436004,Disorder of mediastinum (disorder)
49483002,Coronary arteriosclerosis (disorder),53741008,Disorder of mediastinum (disorder)
49509003,Excision of axillary lymph node (procedure),234262008,Operation on lymphatic structure (procedure)
49509003,Excision of sentinel lymph node (procedure),443497002,Operation on lymphatic structure (procedure)
49601007,Eclampsia in pregnancy (disorder),198992004,Disorder of cardiovascular system (disorder)
49601007,Coronary arteriosclerosis (disorder),53741008,Disorder of cardiovascular system (disorder)
49601007,Chronic congestive heart failure (disorder),88805009,Disorder of cardiovascular system (disorder)
49601007,Myocardial infarction (disorder),22298006,Disorder of cardiovascular system (disorder)
49601007,Cardiac arrest (disorder),410429000,Disorder of cardiovascular system (disorder)
49601007,Chronic intractable migraine without aura (disorder),124171000119105,Disorder of cardiovascular system (disorder)
49601007,Essential hypertension (disorder),59621000,Disorder of cardiovascular system (disorder)
49601007,Cerebrovascular accident (disorder),230690007,Disorder of cardiovascular system (disorder)
49601007,Atrial fibrillation (disorder),49436004,Disorder of cardiovascular system (disorder)
49601007,Pre-eclampsia (disorder),398254007,Disorder of cardiovascular system (disorder)
4970003,Percutaneous mechanical thrombectomy of portal vein using fluoroscopic guidance with contrast (procedure),433112001,Venography (procedure)
49755003,Burn injury (morphologic abnormality),48333001,Morphologically abnormal structure (morphologic abnormality)
50043002,"Primary small cell malignant neoplasm of lung, TNM stage 1 (disorder)",67811000119102,Disorder of respiratory system (disorder)
50043002,Perennial allergic rhinitis (disorder),446096008,Disorder of respiratory system (disorder)
50043002,Pulmonary emphysema (disorder),87433001,Disorder of respiratory system (disorder)
50043002,Chronic obstructive bronchitis (disorder),185086009,Disorder of respiratory system (disorder)
50043002,Cystic fibrosis (disorder),190905008,Disorder of respiratory system (disorder)
50043002,Pneumonia (disorder),233604007,Disorder of respiratory system (disorder)
50043002,Acute viral pharyngitis (disorder),195662009,Disorder of respiratory system (disorder)
50043002,Asthma (disorder),195967001,Disorder of respiratory system (disorder)
50043002,Acute bacterial sinusitis (disorder),75498004,Disorder of respiratory system (disorder)
50043002,Small cell carcinoma of lung (disorder),254632001,Disorder of respiratory system (disorder)
50043002,Childhood asthma (disorder),233678006,Disorder of respiratory system (disorder)
50043002,Streptococcal sore throat (disorder),43878008,Disorder of respiratory system (disorder)
50043002,Chronic sinusitis (disorder),40055000,Disorder of respiratory system (disorder)
50043002,Viral sinusitis (disorder),444814009,Disorder of respiratory system (disorder)
50043002,Sinusitis (disorder),36971009,Disorder of respiratory system (disorder)
50043002,Acute bronchitis (disorder),10509002,Disorder of respiratory system (disorder)
50043002,Seasonal allergic rhinitis (disorder),367498001,Disorder of respiratory system (disorder)
50043002,Acute respiratory failure (disorder),65710008,Disorder of respiratory system (disorder)
50043002,"Non-small cell carcinoma of lung, TNM stage 1 (disorder)",424132000,Disorder of respiratory system (disorder)
50043002,Non-small cell lung cancer (disorder),254637007,Disorder of respiratory system (disorder)
50043002,Perennial allergic rhinitis with seasonal variation (disorder),232353008,Disorder of respiratory system (disorder)
50410009,Streptococcal sore throat (disorder),43878008,Disorder of upper digestive tract (disorder)
50410009,Impacted molars (disorder),196416002,Disorder of upper digestive tract (disorder)
50410009,Acute viral pharyngitis (disorder),195662009,Disorder of upper digestive tract (disorder)
50448004,Fracture of vertebral column without spinal cord injury (disorder),15724005,Fracture of vertebral column (disorder)
50448004,Fracture of vertebral column with spinal cord injury (disorder),1734006,Fracture of vertebral column (disorder)
50699000,Hospital admission short-term 24 hours,74857009,"Hospital admission, short-term (procedure)"
50820005,Anemia (disorder),271737000,Cytopenia (finding)
50927007,Tear of meniscus of knee (disorder),239720000,Cartilage disorder (disorder)
51002006,Diabetes mellitus due to cystic fibrosis (disorder),427089005,Diabetes mellitus associated with pancreatic disease (disorder)
51316009,Laparoscopic cholecystectomy (procedure),45595009,Laparoscopic procedure (procedure)
51898002,Epidural anesthesia (procedure),18946005,Injection of spinal epidural space (procedure)
52052004,Head injury rehabilitation (regime/therapy),47387005,Rehabilitation therapy (regime/therapy)
52052004,Pulmonary rehabilitation (regime/therapy),15081005,Rehabilitation therapy (regime/therapy)
52052004,Drug rehabilitation and detoxification (regime/therapy),56876005,Rehabilitation therapy (regime/therapy)
52052004,Spinal cord injury rehabilitation (regime/therapy),75162002,Rehabilitation therapy (regime/therapy)
5216004,Transthoracic three dimensional ultrasonography of heart (procedure),434158009,Three dimensional ultrasound imaging of heart (procedure)
52448006,Alzheimer's disease (disorder),26929004,Dementia (disorder)
52448006,Familial Alzheimer's disease of early onset (disorder),230265002,Dementia (disorder)
52522001,Familial Alzheimer's disease of early onset (disorder),230265002,Degenerative brain disorder (disorder)
52522001,Alzheimer's disease (disorder),26929004,Degenerative brain disorder (disorder)
52570007,Hepatitis B Surface Antigen Measurement,47758006,Hepatitis panel measurement (procedure)
52603002,Closed fracture of hip (disorder),359817006,Closed fracture of lower limb (disorder)
5294002,Child attention deficit disorder (disorder),192127007,Developmental disorder (disorder)
5294002,Congenital uterine anomaly (disorder),37849005,Developmental disorder (disorder)
5294002,Blighted ovum (disorder),35999006,Developmental disorder (disorder)
5294002,Impacted molars (disorder),196416002,Developmental disorder (disorder)
52988006,Burn injury (morphologic abnormality),48333001,Lesion (morphologic abnormality)
53309004,"Skin test for tuberculosis, Tine test (procedure)",28163009,Skin test (procedure)
53438000,Combined chemotherapy and radiation therapy (procedure),703423002,Radiation therapy procedure or service (procedure)
53438000,Radiation therapy care (regime/therapy),385798007,Radiation therapy procedure or service (procedure)
53619000,Malignant neoplasm of colon (disorder),363406005,Disorder of digestive system (disorder)
53619000,Appendicitis (disorder),74400008,Disorder of digestive system (disorder)
53619000,Gallbladder calculus (disorder),235919008,Disorder of digestive system (disorder)
53619000,Secondary malignant neoplasm of colon (disorder),94260004,Disorder of digestive system (disorder)
53619000,Streptococcal sore throat (disorder),43878008,Disorder of digestive system (disorder)
53619000,Rupture of appendix,47693006,Disorder of digestive system (disorder)
53619000,Recurrent rectal polyp (disorder),713197008,Disorder of digestive system (disorder)
53619000,Primary malignant neoplasm of colon (disorder),93761005,Disorder of digestive system (disorder)
53619000,Acute cholecystitis (disorder),65275009,Disorder of digestive system (disorder)
53619000,Acute viral pharyngitis (disorder),195662009,Disorder of digestive system (disorder)
53619000,Bleeding from anus,6072007,Disorder of digestive system (disorder)
53619000,Overlapping malignant neoplasm of colon (disorder),109838007,Disorder of digestive system (disorder)
53619000,Polyp of colon (disorder),68496003,Disorder of digestive system (disorder)
53619000,Impacted molars (disorder),196416002,Disorder of digestive system (disorder)
5407000,Methotrexate injection into tubal pregnancy,236931002,Injection of fallopian tube (procedure)
54150009,Acute viral pharyngitis (disorder),195662009,Upper respiratory infection (disorder)
54150009,Streptococcal sore throat (disorder),43878008,Upper respiratory infection (disorder)
54150009,Acute bacterial sinusitis (disorder),75498004,Upper respiratory infection (disorder)
54150009,Viral sinusitis (disorder),444814009,Upper respiratory infection (disorder)
54398005,Acute viral pharyngitis (disorder),195662009,Acute upper respiratory infection (disorder)
54398005,Acute bacterial sinusitis (disorder),75498004,Acute upper respiratory infection (disorder)
5447007,Intravenous blood transfusion of packed cells (procedure),180207008,Transfusion (procedure)
55052008,Ultrasound scan for fetal viability (procedure),169230002,Diagnostic ultrasound of gravid uterus (procedure)
55052008,Fetal anatomy study,271442007,Diagnostic ultrasound of gravid uterus (procedure)
55071005,Biopsy of colon (procedure),76164006,Biopsy of intestine (procedure)
55162003,Extraction of wisdom tooth (procedure),65546002,Tooth extraction (procedure)
55342001,Small cell carcinoma of lung (disorder),254632001,Neoplastic disease (disorder)
55342001,Carcinoma in situ of prostate (disorder),92691004,Neoplastic disease (disorder)
55342001,Neoplasm of prostate (disorder),126906006,Neoplastic disease (disorder)
55342001,Overlapping malignant neoplasm of colon (disorder),109838007,Neoplastic disease (disorder)
55342001,"Primary small cell malignant neoplasm of lung, TNM stage 1 (disorder)",67811000119102,Neoplastic disease (disorder)
55342001,Secondary malignant neoplasm of colon (disorder),94260004,Neoplastic disease (disorder)
55342001,"Non-small cell carcinoma of lung, TNM stage 1 (disorder)",424132000,Neoplastic disease (disorder)
55342001,Primary malignant neoplasm of colon (disorder),93761005,Neoplastic disease (disorder)
55342001,Malignant neoplasm of breast (disorder),254837009,Neoplastic disease (disorder)
55342001,Non-small cell lung cancer (disorder),254637007,Neoplastic disease (disorder)
55342001,Malignant neoplasm of colon (disorder),363406005,Neoplastic disease (disorder)
55822004,Hypertriglyceridemia (disorder),302870006,Hyperlipidemia (disorder)
56097005,Chronic intractable migraine without aura (disorder),124171000119105,Migraine without aura (disorder)
56265001,Atrial fibrillation (disorder),49436004,Heart disease (disorder)
56265001,Coronary arteriosclerosis (disorder),53741008,Heart disease (disorder)
56265001,Chronic congestive heart failure (disorder),88805009,Heart disease (disorder)
56265001,Myocardial infarction (disorder),22298006,Heart disease (disorder)
56265001,Cardiac arrest (disorder),410429000,Heart disease (disorder)
5638008,Urine screening for glucose,268556000,Carbohydrate measurement (procedure)
5638008,Oral Glucose Tolerance Test,113076002,Carbohydrate measurement (procedure)
56557000,Primary fibromyalgia syndrome (disorder),95417003,Fibrositis (disorder)
57809008,Myocardial infarction (disorder),22298006,Myocardial disease (disorder)
58184002,Recurrent urinary tract infection (disorder),197927001,Recurrent disease (disorder)
58184002,Recurrent rectal polyp (disorder),713197008,Recurrent disease (disorder)
58184002,Seasonal allergic rhinitis (disorder),367498001,Recurrent disease (disorder)
58347006,Excision of sentinel lymph node (procedure),443497002,Excision of lymph node (procedure)
58347006,Excision of axillary lymph node (procedure),234262008,Excision of lymph node (procedure)
5853003,Sprain of ankle (disorder),44465007,Sprain of lower extremity (disorder)
5880005,Digital examination of rectum (procedure),410006001,Physical examination procedure (procedure)
5880005,Initial Psychiatric Interview with mental status evaluation,79094001,Physical examination procedure (procedure)
5880005,Postnatal visit,169762003,Physical examination procedure (procedure)
5880005,Diagnostic fiberoptic bronchoscopy (procedure),173160006,Physical examination procedure (procedure)
5880005,General examination of patient (procedure),162673000,Physical examination procedure (procedure)
5880005,Brief general examination (procedure),162676008,Physical examination procedure (procedure)
5880005,Well child visit (procedure),410620009,Physical examination procedure (procedure)
5880005,Manual pelvic examination (procedure),35025007,Physical examination procedure (procedure)
5880005,Auscultation of the fetal heart,225158009,Physical examination procedure (procedure)
5880005,Nasal sinus endoscopy (procedure),112790001,Physical examination procedure (procedure)
5880005,Colonoscopy (procedure),73761001,Physical examination procedure (procedure)
59035004,Congenital uterine anomaly (disorder),37849005,Congenital anomaly of female genital system (disorder)
59108006,Subcutaneous immunotherapy,180256009,Injection (procedure)
59108006,Intramuscular injection,76601001,Injection (procedure)
59108006,Injection of tetanus antitoxin,384700001,Injection (procedure)
59108006,Injection of adrenaline,313191000,Injection (procedure)
59108006,Intravenous injection (procedure),43060002,Injection (procedure)
59108006,Epidural anesthesia (procedure),18946005,Injection (procedure)
59108006,Methotrexate injection into tubal pregnancy,236931002,Injection (procedure)
59276001,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Proliferative retinopathy due to diabetes mellitus (disorder)
5964004,Recurrent rectal polyp (disorder),713197008,Disorder of rectum (disorder)
6007000,Magnetic resonance imaging of breast (procedure),241615005,Magnetic resonance imaging of chest (procedure)
60095008,Methotrexate injection into tubal pregnancy,236931002,Injection into pelvic region (procedure)
6019008,Colonoscopy (procedure),73761001,Endoscopy of large intestine (procedure)
60492000,Injury of medial collateral ligament of knee (disorder),444448004,Disorder of ligament (disorder)
60492000,Sprain of ankle (disorder),44465007,Disorder of ligament (disorder)
60492000,Sprain of wrist (disorder),70704007,Disorder of ligament (disorder)
60492000,Rupture of patellar tendon (disorder),30832001,Disorder of ligament (disorder)
60492000,Injury of anterior cruciate ligament (disorder),444470001,Disorder of ligament (disorder)
60654006,Percutaneous mechanical thrombectomy of portal vein using fluoroscopic guidance with contrast (procedure),433112001,Diagnostic radiography of abdomen (procedure)
609106005,Replacement of contraceptive intrauterine device,46706006,Removal of device from trunk (procedure)
609106005,Removal of intrauterine device,68254000,Removal of device from trunk (procedure)
609328004,Allergy to grass pollen (finding),418689008,Allergic disposition (finding)
609328004,Latex allergy,300916003,Allergic disposition (finding)
609328004,Allergy to peanut (finding),91935009,Allergic disposition (finding)
609328004,Allergy to nut (finding),91934008,Allergic disposition (finding)
609328004,Allergy to eggs,91930004,Allergic disposition (finding)
609328004,Allergy to shellfish (finding),300913006,Allergic disposition (finding)
609328004,Allergy to tree pollen (finding),419263009,Allergic disposition (finding)
609328004,Allergy to soya,714035009,Allergic disposition (finding)
609328004,Allergy to dust mite protein (finding),232350006,Allergic disposition (finding)
609328004,Allergy to wheat (finding),420174000,Allergic disposition (finding)
609328004,Allergy to animal dander (finding),232347008,Allergic disposition (finding)
609328004,Allergy to bee venom (finding),424213003,Allergic disposition (finding)
609328004,Allergy to fish (finding),417532002,Allergic disposition (finding)
609328004,Allergy to dairy product,425525006,Allergic disposition (finding)
609328004,Allergy to mold (finding),419474003,Allergic disposition (finding)
609336008,Fracture of vertebral column without spinal cord injury (disorder),15724005,Traumatic injury by site (disorder)
609336008,Fracture subluxation of wrist (disorder),263102004,Traumatic injury by site (disorder)
609336008,Full thickness burn (disorder),403192003,Traumatic injury by site (disorder)
609336008,Whiplash injury to neck (disorder),39848009,Traumatic injury by site (disorder)
609336008,Partial thickness burn (disorder),403191005,Traumatic injury by site (disorder)
609336008,Epidermal burn of skin (disorder),403190006,Traumatic injury by site (disorder)
609336008,Sprain of wrist (disorder),70704007,Traumatic injury by site (disorder)
609336008,Fracture of rib (disorder),33737001,Traumatic injury by site (disorder)
609336008,Laceration of forearm,283371005,Traumatic injury by site (disorder)
609336008,Laceration of hand,284549007,Traumatic injury by site (disorder)
609336008,Concussion with no loss of consciousness (disorder),62106007,Traumatic injury by site (disorder)
609336008,Concussion with loss of consciousness (disorder),62564004,Traumatic injury by site (disorder)
609336008,Pathological fracture due to osteoporosis (disorder),443165006,Traumatic injury by site (disorder)
609336008,Injury of anterior cruciate ligament (disorder),444470001,Traumatic injury by site (disorder)
609336008,Laceration of thigh,283385000,Traumatic injury by site (disorder)
609336008,Laceration of foot (disorder),284551006,Traumatic injury by site (disorder)
609336008,Fracture of vertebral column with spinal cord injury (disorder),1734006,Traumatic injury by site (disorder)
609336008,Fracture of clavicle (disorder),58150001,Traumatic injury by site (disorder)
609336008,Closed fracture of hip (disorder),359817006,Traumatic injury by site (disorder)
609336008,Fracture of ankle (disorder),16114001,Traumatic injury by site (disorder)
609336008,Facial laceration,370247008,Traumatic injury by site (disorder)
609336008,Concussion injury of brain (disorder),110030002,Traumatic injury by site (disorder)
609336008,Injury of medial collateral ligament of knee (disorder),444448004,Traumatic injury by site (disorder)
609336008,Sprain of ankle (disorder),44465007,Traumatic injury by site (disorder)
609336008,Fracture of forearm (disorder),65966004,Traumatic injury by site (disorder)
609410002,Myocardial infarction (disorder),22298006,Necrosis of anatomical site (disorder)
609411003,Fracture of forearm (disorder),65966004,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Fracture of vertebral column with spinal cord injury (disorder),1734006,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Cerebrovascular accident (disorder),230690007,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Concussion with loss of consciousness (disorder),62564004,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Fracture of ankle (disorder),16114001,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Fracture of vertebral column without spinal cord injury (disorder),15724005,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Laceration of thigh,283385000,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Facial laceration,370247008,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Laceration of hand,284549007,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Pathological fracture due to osteoporosis (disorder),443165006,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Concussion injury of brain (disorder),110030002,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Closed fracture of hip (disorder),359817006,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Fracture of clavicle (disorder),58150001,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Laceration of forearm,283371005,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Sprain of wrist (disorder),70704007,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Epidermal burn of skin (disorder),403190006,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Sprain of ankle (disorder),44465007,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Injury of anterior cruciate ligament (disorder),444470001,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Partial thickness burn (disorder),403191005,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Laceration of foot (disorder),284551006,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Fracture subluxation of wrist (disorder),263102004,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Concussion with no loss of consciousness (disorder),62106007,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Myocardial infarction (disorder),22298006,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Full thickness burn (disorder),403192003,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Injury of medial collateral ligament of knee (disorder),444448004,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Fracture of rib (disorder),33737001,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609411003,Whiplash injury to neck (disorder),39848009,Traumatic and/or non-traumatic injury of anatomical site (disorder)
609433001,Allergy to dairy product,425525006,Hypersensitivity disposition (finding)
609433001,Allergy to peanut (finding),91935009,Hypersensitivity disposition (finding)
609433001,Allergy to soya,714035009,Hypersensitivity disposition (finding)
609433001,Latex allergy,300916003,Hypersensitivity disposition (finding)
609433001,Allergy to eggs,91930004,Hypersensitivity disposition (finding)
609433001,Allergy to dust mite protein (finding),232350006,Hypersensitivity disposition (finding)
609433001,Allergy to fish (finding),417532002,Hypersensitivity disposition (finding)
609433001,Allergy to grass pollen (finding),418689008,Hypersensitivity disposition (finding)
609433001,Allergy to tree pollen (finding),419263009,Hypersensitivity disposition (finding)
609433001,Allergy to mold (finding),419474003,Hypersensitivity disposition (finding)
609433001,Allergy to bee venom (finding),424213003,Hypersensitivity disposition (finding)
609433001,Allergy to nut (finding),91934008,Hypersensitivity disposition (finding)
609433001,Allergy to wheat (finding),420174000,Hypersensitivity disposition (finding)
609433001,Allergy to animal dander (finding),232347008,Hypersensitivity disposition (finding)
609433001,Allergy to shellfish (finding),300913006,Hypersensitivity disposition (finding)
609496007,Eclampsia in pregnancy (disorder),198992004,Complication occurring during pregnancy (disorder)
609619005,Tubal pregnancy (disorder),79586000,Disorder of pelvic region of trunk (disorder)
609619005,Bleeding from anus,6072007,Disorder of pelvic region of trunk (disorder)
609619005,Neoplasm of prostate (disorder),126906006,Disorder of pelvic region of trunk (disorder)
609619005,Carcinoma in situ of prostate (disorder),92691004,Disorder of pelvic region of trunk (disorder)
609619005,Recurrent rectal polyp (disorder),713197008,Disorder of pelvic region of trunk (disorder)
609619005,Congenital uterine anomaly (disorder),37849005,Disorder of pelvic region of trunk (disorder)
609619005,Cystitis (disorder),38822007,Disorder of pelvic region of trunk (disorder)
609619005,Female infertility due to cystic fibrosis (disorder),707577004,Disorder of pelvic region of trunk (disorder)
609620004,Cystitis (disorder),38822007,Disorder of pelvis (disorder)
609620004,Bleeding from anus,6072007,Disorder of pelvis (disorder)
609620004,Neoplasm of prostate (disorder),126906006,Disorder of pelvis (disorder)
609620004,Congenital uterine anomaly (disorder),37849005,Disorder of pelvis (disorder)
609620004,Recurrent rectal polyp (disorder),713197008,Disorder of pelvis (disorder)
609620004,Carcinoma in situ of prostate (disorder),92691004,Disorder of pelvis (disorder)
609620004,Tubal pregnancy (disorder),79586000,Disorder of pelvis (disorder)
