att_type_id,att_type_term,att_value_id,att_value_term,group,snomedConcept,snomedIdentifier
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),1.0,Croup (disorder),71186008
363698007,Finding site (attribute),955009,Bronchial structure (body structure),2.0,Croup (disorder),71186008
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),2.0,Croup (disorder),71186008
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),2.0,Croup (disorder),71186008
363698007,Finding site (attribute),44567001,Tracheal structure (body structure),3.0,Croup (disorder),71186008
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),3.0,Croup (disorder),71186008
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),3.0,Croup (disorder),71186008
363714003,Interprets (attribute),76859005,Sexual function (observable entity),0.0,Dyspareunia (finding),71315007
363713009,Has interpretation (attribute),263654008,Abnormal (qualifier value),0.0,Dyspareunia (finding),71315007
363698007,Finding site (attribute),67601006,Structure of cortex of parietal lobe (body structure),0.0,Posterior cortical atrophy syndrome (disorder),715574002
116676008,Associated morphology (attribute),125347008,Atrophic degeneration (morphologic abnormality),0.0,Posterior cortical atrophy syndrome (disorder),715574002
363698007,Finding site (attribute),34402009,Rectum structure (body structure),0.0,Solitary rectal ulcer syndrome (disorder),716685003
116676008,Associated morphology (attribute),56208002,Ulcer (morphologic abnormality),0.0,Solitary rectal ulcer syndrome (disorder),716685003
363698007,Finding site (attribute),1231004,Meninges structure (body structure),0.0,Meningitis (disorder),7180009
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Meningitis (disorder),7180009
363698007,Finding site (attribute),7885001,Structure of rotator cuff including muscles and tendons (body structure),0.0,Injury of rotator cuff (disorder),718539004
116676008,Associated morphology (attribute),37782003,Damage (morphologic abnormality),0.0,Injury of rotator cuff (disorder),718539004
363698007,Finding site (attribute),277943000,Ventricular conducting pathway (body structure),0.0,Ventricular fibrillation (disorder),71908006
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),0.0,Tuberous sclerosis syndrome (disorder),7199000
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Tuberous sclerosis syndrome (disorder),7199000
116676008,Associated morphology (attribute),49755003,Morphologically abnormal structure (morphologic abnormality),0.0,Tuberous sclerosis syndrome (disorder),7199000
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),0.0,Tuberous sclerosis syndrome (disorder),7199000
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),1.0,Tuberous sclerosis syndrome (disorder),7199000
363698007,Finding site (attribute),25087005,Structure of nervous system (body structure),1.0,Tuberous sclerosis syndrome (disorder),7199000
116676008,Associated morphology (attribute),49755003,Morphologically abnormal structure (morphologic abnormality),1.0,Tuberous sclerosis syndrome (disorder),7199000
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),1.0,Tuberous sclerosis syndrome (disorder),7199000
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),2.0,Tuberous sclerosis syndrome (disorder),7199000
363698007,Finding site (attribute),51576004,Structure of multiple topographic sites (body structure),2.0,Tuberous sclerosis syndrome (disorder),7199000
116676008,Associated morphology (attribute),51398009,Hamartoma (morphologic abnormality),2.0,Tuberous sclerosis syndrome (disorder),7199000
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),2.0,Tuberous sclerosis syndrome (disorder),7199000
246075003,Causative agent (attribute),311492009,Ingestible alcohol (substance),0.0,Alcoholism (disorder),7200002
363714003,Interprets (attribute),129008009,"Bowel control, function (observable entity)",0.0,Incontinence of feces (finding),72042002
363698007,Finding site (attribute),122865005,Gastrointestinal tract structure (body structure),1.0,Incontinence of feces (finding),72042002
363698007,Finding site (attribute),20285007,Bone structure of proximal tibia (body structure),0.0,Juvenile osteochondrosis of tibial tubercle (disorder),72047008
116676008,Associated morphology (attribute),21390004,Developmental anomaly (morphologic abnormality),0.0,Juvenile osteochondrosis of tibial tubercle (disorder),72047008
363698007,Finding site (attribute),272673000,Bone structure (body structure),1.0,Juvenile osteochondrosis of tibial tubercle (disorder),72047008
116676008,Associated morphology (attribute),49755003,Morphologically abnormal structure (morphologic abnormality),1.0,Juvenile osteochondrosis of tibial tubercle (disorder),72047008
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),1.0,Juvenile osteochondrosis of tibial tubercle (disorder),72047008
363698007,Finding site (attribute),51114001,Arterial structure (body structure),0.0,Arteriosclerotic vascular disease (disorder),72092001
116676008,Associated morphology (attribute),28960008,Arteriosclerosis (morphologic abnormality),0.0,Arteriosclerotic vascular disease (disorder),72092001
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Solar lentigo (disorder),72100002
116676008,Associated morphology (attribute),767376003,Lentigo (morphologic abnormality),0.0,Solar lentigo (disorder),72100002
246075003,Causative agent (attribute),41355003,Ultraviolet radiation (physical force),0.0,Solar lentigo (disorder),72100002
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),0.0,Klippel Trenaunay syndrome (disorder),721105004
363698007,Finding site (attribute),49094006,Structure of capillary of skin (body structure),0.0,Klippel Trenaunay syndrome (disorder),721105004
116676008,Associated morphology (attribute),49755003,Morphologically abnormal structure (morphologic abnormality),0.0,Klippel Trenaunay syndrome (disorder),721105004
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),0.0,Klippel Trenaunay syndrome (disorder),721105004
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),1.0,Klippel Trenaunay syndrome (disorder),721105004
363698007,Finding site (attribute),272673000,Bone structure (body structure),1.0,Klippel Trenaunay syndrome (disorder),721105004
116676008,Associated morphology (attribute),49755003,Morphologically abnormal structure (morphologic abnormality),1.0,Klippel Trenaunay syndrome (disorder),721105004
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),1.0,Klippel Trenaunay syndrome (disorder),721105004
370135005,Pathological process (attribute),442614005,Parasitic process (qualifier value),0.0,Infection caused by Cyclospora (disorder),721810002
246075003,Causative agent (attribute),103560006,Cyclospora (organism),0.0,Infection caused by Cyclospora (disorder),721810002
116676008,Associated morphology (attribute),703609007,Myxofibrosarcoma (morphologic abnormality),0.0,Primary myxofibrosarcoma (disorder),723076008
260686004,Method (attribute),129306000,Surgical removal - action (qualifier value),0.0,Circumcision (procedure),72310004
405813007,Procedure site - Direct (attribute),17880006,Preputial structure (body structure),0.0,Circumcision (procedure),72310004
363698007,Finding site (attribute),12738006,Brain structure (body structure),0.0,Primary progressive apraxia of speech (disorder),723124007
116676008,Associated morphology (attribute),107669003,Degenerative abnormality (morphologic abnormality),0.0,Primary progressive apraxia of speech (disorder),723124007
363714003,Interprets (attribute),288547000,Ability to perform functions related to communication (observable entity),1.0,Primary progressive apraxia of speech (disorder),723124007
363713009,Has interpretation (attribute),263654008,Abnormal (qualifier value),1.0,Primary progressive apraxia of speech (disorder),723124007
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),0.0,Bicuspid aortic valve (disorder),72352009
363698007,Finding site (attribute),81797008,Structure of cusp of aortic valve (body structure),0.0,Bicuspid aortic valve (disorder),72352009
116676008,Associated morphology (attribute),61295008,Congenital abnormal number (morphologic abnormality),0.0,Bicuspid aortic valve (disorder),72352009
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),0.0,Bicuspid aortic valve (disorder),72352009
363698007,Finding site (attribute),1231004,Meninges structure (body structure),0.0,Benign meningioma (disorder),724171006
116676008,Associated morphology (attribute),19453003,"Meningioma, benign, no International Classification of Diseases for Oncology subtype (morphologic abnormality)",0.0,Benign meningioma (disorder),724171006
42752001,Due to (attribute),387604006,Jet lag (finding),0.0,Sleep-wake schedule disorder due to jet lag (disorder),724751006
116676008,Associated morphology (attribute),38045000,Cold injury (morphologic abnormality),0.0,Injury caused by low temperature (disorder),726523002
246075003,Causative agent (attribute),285686007,Low temperature (physical force),0.0,Injury caused by low temperature (disorder),726523002
42752001,Due to (attribute),1004049005,Exposure to extreme temperature (event),1.0,Injury caused by low temperature (disorder),726523002
363698007,Finding site (attribute),28600009,Sweat gland duct structure (body structure),0.0,Prickly heat (disorder),72658003
116676008,Associated morphology (attribute),26036001,Obstruction (morphologic abnormality),0.0,Prickly heat (disorder),72658003
246075003,Causative agent (attribute),88999006,Heat (physical force),0.0,Prickly heat (disorder),72658003
363698007,Finding site (attribute),321667001,Respiratory tract structure (body structure),0.0,Snoring (finding),72863001
363714003,Interprets (attribute),364320009,Pregnancy observable (observable entity),0.0,Normal pregnancy (finding),72892002
363698007,Finding site (attribute),14742008,Structure of large intestine (body structure),0.0,Familial multiple polyposis syndrome (disorder),72900001
116676008,Associated morphology (attribute),9499001,Multiple polyps (morphologic abnormality),0.0,Familial multiple polyposis syndrome (disorder),72900001
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),0.0,Coarctation of aorta (disorder),7305005
363698007,Finding site (attribute),15825003,Aortic structure (body structure),0.0,Coarctation of aorta (disorder),7305005
116676008,Associated morphology (attribute),81409000,Coarctation (morphologic abnormality),0.0,Coarctation of aorta (disorder),7305005
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),0.0,Coarctation of aorta (disorder),7305005
363698007,Finding site (attribute),113331007,Structure of endocrine system (body structure),0.0,Diabetes mellitus (disorder),73211009
363698007,Finding site (attribute),713317004,Structure of wall of coronary artery (body structure),0.0,Dissection of coronary artery (disorder),732230001
116676008,Associated morphology (attribute),5399005,Dissecting hemorrhage (morphologic abnormality),0.0,Dissection of coronary artery (disorder),732230001
363698007,Finding site (attribute),127954009,Skeletal muscle structure (body structure),0.0,Muscular dystrophy (disorder),73297009
116676008,Associated morphology (attribute),4720007,Dystrophy (morphologic abnormality),0.0,Muscular dystrophy (disorder),73297009
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),0.0,Muscular dystrophy (disorder),73297009
263502005,Clinical course (attribute),255314001,Progressive (qualifier value),1.0,Muscular dystrophy (disorder),73297009
363698007,Finding site (attribute),21483005,Structure of central nervous system (body structure),0.0,Embryonal neuroepithelial neoplasm of central nervous system (disorder),734065009
116676008,Associated morphology (attribute),277984002,Embryonal neuroepithelial tumor (morphologic abnormality),0.0,Embryonal neuroepithelial neoplasm of central nervous system (disorder),734065009
363714003,Interprets (attribute),364062005,Respiration observable (observable entity),0.0,Sleep apnea (disorder),73430006
363713009,Has interpretation (attribute),2667000,Absent (qualifier value),0.0,Sleep apnea (disorder),73430006
363698007,Finding site (attribute),20139000,Structure of respiratory system (body structure),0.0,Sleep apnea (disorder),73430006
363698007,Finding site (attribute),707862002,Structure of skin and/or mucous membrane (body structure),0.0,Stevens-Johnson syndrome (disorder),73442001
116676008,Associated morphology (attribute),16640008,Separation (morphologic abnormality),0.0,Stevens-Johnson syndrome (disorder),73442001
370135005,Pathological process (attribute),472963003,Hypersensitivity process (qualifier value),0.0,Stevens-Johnson syndrome (disorder),73442001
263502005,Clinical course (attribute),424124008,Sudden onset AND/OR short duration (qualifier value),1.0,Stevens-Johnson syndrome (disorder),73442001
363698007,Finding site (attribute),39937001,Skin structure (body structure),2.0,Stevens-Johnson syndrome (disorder),73442001
116676008,Associated morphology (attribute),6574001,Necrosis (morphologic abnormality),2.0,Stevens-Johnson syndrome (disorder),73442001
370135005,Pathological process (attribute),472963003,Hypersensitivity process (qualifier value),2.0,Stevens-Johnson syndrome (disorder),73442001
363698007,Finding site (attribute),39937001,Skin structure (body structure),3.0,Stevens-Johnson syndrome (disorder),73442001
116676008,Associated morphology (attribute),70819003,Erythema (morphologic abnormality),3.0,Stevens-Johnson syndrome (disorder),73442001
370135005,Pathological process (attribute),472963003,Hypersensitivity process (qualifier value),3.0,Stevens-Johnson syndrome (disorder),73442001
116676008,Associated morphology (attribute),37782003,Damage (morphologic abnormality),0.0,Non suicidal self inflicted injury (disorder),735642007
42752001,Due to (attribute),418420002,Intentionally harming self (event),1.0,Non suicidal self inflicted injury (disorder),735642007
363698007,Finding site (attribute),725971002,Structure of enthesis of elbow region (body structure),0.0,Epicondylitis (disorder),73583000
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Epicondylitis (disorder),73583000
363698007,Finding site (attribute),360499006,Structure of intervertebral disc (body structure),0.0,Intervertebral disc prolapse (disorder),73589001
116676008,Associated morphology (attribute),29696001,Prolapse (morphologic abnormality),0.0,Intervertebral disc prolapse (disorder),73589001
363698007,Finding site (attribute),84782009,Peripheral nerve structure (body structure),0.0,Injury of peripheral nerve (disorder),73590005
116676008,Associated morphology (attribute),37782003,Damage (morphologic abnormality),0.0,Injury of peripheral nerve (disorder),73590005
260686004,Method (attribute),129433002,Inspection - action (qualifier value),0.0,Laparoscopy (procedure),73632009
405813007,Procedure site - Direct (attribute),818987002,Structure of abdominopelvic cavity (body structure),0.0,Laparoscopy (procedure),73632009
424226004,Using device (attribute),86174004,"Laparoscope, device (physical object)",0.0,Laparoscopy (procedure),73632009
363698007,Finding site (attribute),736503009,Structure of mucous membrane of nasal cavity and/or nasal sinus (body structure),0.0,Polyp of nasal cavity and/or nasal sinus (disorder),736499003
116676008,Associated morphology (attribute),41329004,Polyp (morphologic abnormality),0.0,Polyp of nasal cavity and/or nasal sinus (disorder),736499003
260686004,Method (attribute),129433002,Inspection - action (qualifier value),0.0,Colonoscopy (procedure),73761001
405813007,Procedure site - Direct (attribute),71854001,Colon structure (body structure),0.0,Colonoscopy (procedure),73761001
424226004,Using device (attribute),90412006,"Colonoscope, device (physical object)",0.0,Colonoscopy (procedure),73761001
363698007,Finding site (attribute),113276009,Intestinal structure (body structure),0.0,Enteritis caused by radiation (disorder),73817000
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Enteritis caused by radiation (disorder),73817000
246075003,Causative agent (attribute),125576007,Ionizing radiation (physical force),0.0,Enteritis caused by radiation (disorder),73817000
42752001,Due to (attribute),122866006,Exposure to ionizing radiation (event),1.0,Enteritis caused by radiation (disorder),73817000
116676008,Associated morphology (attribute),37782003,Damage (morphologic abnormality),2.0,Enteritis caused by radiation (disorder),73817000
363698007,Finding site (attribute),127882003,Female genital organ structure (body structure),0.0,Prolapse of female genital organs (disorder),73998008
116676008,Associated morphology (attribute),29696001,Prolapse (morphologic abnormality),0.0,Prolapse of female genital organs (disorder),73998008
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Orf virus disease (disorder),74050005
246075003,Causative agent (attribute),64753004,Orf virus (organism),0.0,Orf virus disease (disorder),74050005
363714003,Interprets (attribute),35188005,"Hormone production, function (observable entity)",0.0,Acromegaly (disorder),74107003
363713009,Has interpretation (attribute),35105006,Increased (qualifier value),0.0,Acromegaly (disorder),74107003
363698007,Finding site (attribute),52618001,Structure of pars distalis of pituitary (body structure),1.0,Acromegaly (disorder),74107003
363698007,Finding site (attribute),280369009,Brain tissue structure (body structure),0.0,Reye's syndrome (disorder),74351001
363698007,Finding site (attribute),66754008,Appendix structure (body structure),0.0,Appendicitis (disorder),74400008
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Appendicitis (disorder),74400008
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Pyoderma gangrenosum (disorder),74578003
116676008,Associated morphology (attribute),41034006,Suppurative inflammation (morphologic abnormality),0.0,Pyoderma gangrenosum (disorder),74578003
363698007,Finding site (attribute),39937001,Skin structure (body structure),1.0,Pyoderma gangrenosum (disorder),74578003
116676008,Associated morphology (attribute),47351003,Infiltration (morphologic abnormality),1.0,Pyoderma gangrenosum (disorder),74578003
363714003,Interprets (attribute),30630007,Neutrophil count (procedure),2.0,Pyoderma gangrenosum (disorder),74578003
363713009,Has interpretation (attribute),281302008,Above reference range (qualifier value),2.0,Pyoderma gangrenosum (disorder),74578003
363698007,Finding site (attribute),56329008,Pituitary structure (body structure),0.0,Hypopituitarism (disorder),74728003
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Urticaria caused by cold (disorder),74774004
116676008,Associated morphology (attribute),64305001,Urticaria (morphologic abnormality),0.0,Urticaria caused by cold (disorder),74774004
363698007,Finding site (attribute),39937001,Skin structure (body structure),1.0,Urticaria caused by cold (disorder),74774004
246075003,Causative agent (attribute),285686007,Low temperature (physical force),1.0,Urticaria caused by cold (disorder),74774004
246075003,Causative agent (attribute),106775008,Order Anoplura (organism),0.0,Infestation caused by Anoplura (disorder),74949007
363698007,Finding site (attribute),39938006,Structure of medium size blood vessel (organ) (body structure),0.0,Acute febrile mucocutaneous lymph node syndrome (disorder),75053002
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Acute febrile mucocutaneous lymph node syndrome (disorder),75053002
263502005,Clinical course (attribute),424124008,Sudden onset AND/OR short duration (qualifier value),1.0,Acute febrile mucocutaneous lymph node syndrome (disorder),75053002
363698007,Finding site (attribute),81105003,Cervical lymph node structure (body structure),2.0,Acute febrile mucocutaneous lymph node syndrome (disorder),75053002
47429007,Associated with (attribute),386661006,Fever (finding),3.0,Acute febrile mucocutaneous lymph node syndrome (disorder),75053002
363698007,Finding site (attribute),281157001,Systemic vascular structure (body structure),4.0,Acute febrile mucocutaneous lymph node syndrome (disorder),75053002
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),4.0,Acute febrile mucocutaneous lymph node syndrome (disorder),75053002
363698007,Finding site (attribute),51114001,Arterial structure (body structure),5.0,Acute febrile mucocutaneous lymph node syndrome (disorder),75053002
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),5.0,Acute febrile mucocutaneous lymph node syndrome (disorder),75053002
42752001,Due to (attribute),781249001,Consumption of contaminated food (event),0.0,Food poisoning (disorder),75258004
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),0.0,Congenital anomaly of mitral valve (disorder),75372006
363698007,Finding site (attribute),91134007,Mitral valve structure (body structure),0.0,Congenital anomaly of mitral valve (disorder),75372006
116676008,Associated morphology (attribute),49755003,Morphologically abnormal structure (morphologic abnormality),0.0,Congenital anomaly of mitral valve (disorder),75372006
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),0.0,Congenital anomaly of mitral valve (disorder),75372006
363698007,Finding site (attribute),15776009,Pancreatic structure (body structure),0.0,Pancreatitis (disorder),75694006
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Pancreatitis (disorder),75694006
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Brucellosis (disorder),75702008
246075003,Causative agent (attribute),26250004,Genus Brucella (organism),0.0,Brucellosis (disorder),75702008
363698007,Finding site (attribute),81745001,Structure of eye proper (body structure),0.0,Red eye (disorder),75705005
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),0.0,Classical phenylketonuria (disorder),7573000
363698007,Finding site (attribute),61853006,Spinal canal structure (body structure),0.0,Spinal stenosis (disorder),76107001
116676008,Associated morphology (attribute),415582006,Stenosis (morphologic abnormality),0.0,Spinal stenosis (disorder),76107001
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Syphilis (disorder),76272004
246075003,Causative agent (attribute),72904005,Treponema pallidum (organism),0.0,Syphilis (disorder),76272004
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Dermatographic urticaria (disorder),7632005
116676008,Associated morphology (attribute),64305001,Urticaria (morphologic abnormality),0.0,Dermatographic urticaria (disorder),7632005
246075003,Causative agent (attribute),78621006,Physical force (physical force),0.0,Dermatographic urticaria (disorder),7632005
363698007,Finding site (attribute),721985003,Structure of right visual system (body structure),0.0,Total visual and total hearing impairment (disorder),765178008
363714003,Interprets (attribute),47078008,"Hearing, function (observable entity)",1.0,Total visual and total hearing impairment (disorder),765178008
363698007,Finding site (attribute),91159003,Structure of auditory system (body structure),2.0,Total visual and total hearing impairment (disorder),765178008
363698007,Finding site (attribute),721984004,Structure of left visual system (body structure),3.0,Total visual and total hearing impairment (disorder),765178008
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),0.0,Autosomal dominant polycystic kidney disease (disorder),765330003
363698007,Finding site (attribute),64033007,Kidney structure (body structure),0.0,Autosomal dominant polycystic kidney disease (disorder),765330003
116676008,Associated morphology (attribute),3679006,Polycystic change (morphologic abnormality),0.0,Autosomal dominant polycystic kidney disease (disorder),765330003
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),0.0,22q11.2 deletion syndrome (disorder),767263007
363698007,Finding site (attribute),79229009,Chromosome pair 22 (cell structure),0.0,22q11.2 deletion syndrome (disorder),767263007
116676008,Associated morphology (attribute),737546002,Deletion 22q11.2 (morphologic abnormality),0.0,22q11.2 deletion syndrome (disorder),767263007
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),0.0,22q11.2 deletion syndrome (disorder),767263007
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),1.0,22q11.2 deletion syndrome (disorder),767263007
363698007,Finding site (attribute),79229009,Chromosome pair 22 (cell structure),1.0,22q11.2 deletion syndrome (disorder),767263007
116676008,Associated morphology (attribute),64329008,Deletion of long arm (morphologic abnormality),1.0,22q11.2 deletion syndrome (disorder),767263007
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),1.0,22q11.2 deletion syndrome (disorder),767263007
363698007,Finding site (attribute),45793000,Pineal structure (body structure),0.0,Pineoblastoma (disorder),767448007
116676008,Associated morphology (attribute),31671006,Pineoblastoma (morphologic abnormality),0.0,Pineoblastoma (disorder),767448007
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),0.0,Angelman syndrome (disorder),76880004
363698007,Finding site (attribute),89545001,Face structure (body structure),0.0,Angelman syndrome (disorder),76880004
116676008,Associated morphology (attribute),49755003,Morphologically abnormal structure (morphologic abnormality),0.0,Angelman syndrome (disorder),76880004
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),0.0,Angelman syndrome (disorder),76880004
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),1.0,Angelman syndrome (disorder),76880004
363698007,Finding site (attribute),25087005,Structure of nervous system (body structure),1.0,Angelman syndrome (disorder),76880004
116676008,Associated morphology (attribute),49755003,Morphologically abnormal structure (morphologic abnormality),1.0,Angelman syndrome (disorder),76880004
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),1.0,Angelman syndrome (disorder),76880004
363698007,Finding site (attribute),25087005,Structure of nervous system (body structure),0.0,Tetanus (disorder),76902006
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Tetanus (disorder),76902006
246075003,Causative agent (attribute),30917009,Clostridium tetani (organism),0.0,Tetanus (disorder),76902006
363698007,Finding site (attribute),25087005,Structure of nervous system (body structure),1.0,Tetanus (disorder),76902006
246075003,Causative agent (attribute),26159005,Clostridium tetani toxin (substance),1.0,Tetanus (disorder),76902006
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Bullous pemphigoid (disorder),77090002
116676008,Associated morphology (attribute),339008,Blister (morphologic abnormality),0.0,Bullous pemphigoid (disorder),77090002
363698007,Finding site (attribute),39937001,Skin structure (body structure),1.0,Bullous pemphigoid (disorder),77090002
370135005,Pathological process (attribute),263680009,Autoimmune process (qualifier value),1.0,Bullous pemphigoid (disorder),77090002
363698007,Finding site (attribute),68288006,Glomerulus structure (body structure),0.0,Membranous glomerulonephritis (disorder),77182004
116676008,Associated morphology (attribute),11224003,Chronic membranous inflammation (morphologic abnormality),0.0,Membranous glomerulonephritis (disorder),77182004
263502005,Clinical course (attribute),90734009,Chronic (qualifier value),1.0,Membranous glomerulonephritis (disorder),77182004
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Pityriasis rosea (disorder),77252004
116676008,Associated morphology (attribute),1806006,Eruption (morphologic abnormality),0.0,Pityriasis rosea (disorder),77252004
260686004,Method (attribute),360037004,Imaging - action (qualifier value),0.0,Angiography (procedure),77343006
405813007,Procedure site - Direct (attribute),59820001,Blood vessel structure (body structure),0.0,Angiography (procedure),77343006
363714003,Interprets (attribute),364320009,Pregnancy observable (observable entity),0.0,Pregnant (finding),77386006
260686004,Method (attribute),312251004,Computed tomography imaging - action (qualifier value),0.0,Computerized axial tomography (procedure),77477000
370135005,Pathological process (attribute),442614005,Parasitic process (qualifier value),0.0,Infection caused by Trypanosoma cruzi (disorder),77506005
246075003,Causative agent (attribute),88274000,Trypanosoma cruzi (organism),0.0,Infection caused by Trypanosoma cruzi (disorder),77506005
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Candidiasis (disorder),78048006
246075003,Causative agent (attribute),3265006,Genus Candida (organism),0.0,Candidiasis (disorder),78048006
719722006,Has realization (attribute),472964009,Allergic process (qualifier value),0.0,Allergy to cow's milk protein (finding),782555009
246075003,Causative agent (attribute),264295007,Cow's milk protein (substance),0.0,Allergy to cow's milk protein (finding),782555009
719722006,Has realization (attribute),472964009,Allergic process (qualifier value),0.0,Allergy to soy protein (finding),782594005
246075003,Causative agent (attribute),7791007,Soy protein (substance),0.0,Allergy to soy protein (finding),782594005
363698007,Finding site (attribute),181469002,Entire skin (body structure),0.0,Ichthyosis (disorder),782957005
116676008,Associated morphology (attribute),26996000,Hyperkeratosis (morphologic abnormality),0.0,Ichthyosis (disorder),782957005
363714003,Interprets (attribute),44138005,"Keratinization, function (observable entity)",1.0,Ichthyosis (disorder),782957005
363713009,Has interpretation (attribute),263654008,Abnormal (qualifier value),1.0,Ichthyosis (disorder),782957005
363698007,Finding site (attribute),710863003,Structure of wall of artery (body structure),0.0,Fibromuscular dysplasia of wall of artery (disorder),783729004
116676008,Associated morphology (attribute),31653004,Fibromuscular dysplasia (morphologic abnormality),0.0,Fibromuscular dysplasia of wall of artery (disorder),783729004
363698007,Finding site (attribute),89837001,Urinary bladder structure (body structure),0.0,Overactive bladder (disorder),786457000
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),0.0,Stickler syndrome (disorder),78675000
363698007,Finding site (attribute),39352004,Joint structure (body structure),0.0,Stickler syndrome (disorder),78675000
116676008,Associated morphology (attribute),107669003,Degenerative abnormality (morphologic abnormality),0.0,Stickler syndrome (disorder),78675000
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),0.0,Stickler syndrome (disorder),78675000
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),1.0,Stickler syndrome (disorder),78675000
363698007,Finding site (attribute),47538007,Vitreous body structure (body structure),1.0,Stickler syndrome (disorder),78675000
116676008,Associated morphology (attribute),49755003,Morphologically abnormal structure (morphologic abnormality),1.0,Stickler syndrome (disorder),78675000
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),1.0,Stickler syndrome (disorder),78675000
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),2.0,Stickler syndrome (disorder),78675000
363698007,Finding site (attribute),5665001,Retinal structure (body structure),2.0,Stickler syndrome (disorder),78675000
116676008,Associated morphology (attribute),49755003,Morphologically abnormal structure (morphologic abnormality),2.0,Stickler syndrome (disorder),78675000
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),2.0,Stickler syndrome (disorder),78675000
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),3.0,Stickler syndrome (disorder),78675000
363698007,Finding site (attribute),272673000,Bone structure (body structure),3.0,Stickler syndrome (disorder),78675000
116676008,Associated morphology (attribute),25723000,Dysplasia (morphologic abnormality),3.0,Stickler syndrome (disorder),78675000
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),3.0,Stickler syndrome (disorder),78675000
363698007,Finding site (attribute),53505006,Anal structure (body structure),0.0,Fistula of anus (disorder),786878009
116676008,Associated morphology (attribute),118622000,Fistula (morphologic abnormality),0.0,Fistula of anus (disorder),786878009
363698007,Finding site (attribute),280957009,Subconjunctival space (body structure),0.0,Subconjunctival hemorrhage (disorder),78768009
